,text,Onlynouns,selectednouns
28,次に、特別支援学級の新設・増設についてお答えいたします。特別支援学級につきましては、平成において、小学校、東小学校、青嵐中学校に新たに固定学級を開設する準備を進めているでございます。開設に当たりましては、固定学級に在籍する保護の不安を解消する、また、新たに設置する学校の通常の学級に通う児童生徒並びにその保護への理解と啓発が必要であるとともに、教員に対し特別支援教育に関する一層の理解を図るが求められているでございます。教育委員といたしましては、特別支援学級設置の意義をテーマとした講演、また設置する学校の保護に対する説明、また固定学級に在籍する児童生徒の保護への説明を開催するとともに、教員に対する研修などを通じ、特別支援教育への理解と啓発に努めているでございます。児童生徒が充実した学校生活を送れる教育環境の整備を図るとともに、新たに設置される特別支援学級が円滑にスタートできる準備を進めてまいります。なお、現在の取り組みについては担当部長より答弁いたさせます。,"['特別支援学級', '新設', '増設', '特別支援学級', '平成', '小学校', '東小学校', '青嵐中学校', '新た', '固定学級', '開設', '準備', '開設', '固定学級', '在籍', '保護', '不安', '解消', '新た', '設置', '学校', '通常', '学級', '児童生徒', '保護', '理解', '啓発', '必要', '教員', '特別支援教育', '理解', '教育委員', '特別支援学級設置', '意義', 'テーマ', '講演', '設置', '学校', '保護', '説明', '固定学級', '在籍', '児童生徒', '保護', '説明', '開催', '教員', '研修', '特別支援教育', '理解', '啓発', '児童生徒', '充実', '学校生活', '教育環境', '整備', '新た', '設置', '特別支援学級', '円滑', 'スタート', '準備', '現在', '取り組み', '担当部長']","['特別支援学級', '特別支援学級', '学級', '特別支援教育', '特別支援教育', '特別支援学級']"
29,次に、通常学級への人員配置についてお答えいたします。平成月に公表された文部科学の調査結果では、通常の学級における学習と行動に困難を抱えている子どもは、小中学校合わせて.、小学校だけでは.となり、にとなるとされております。通常の学級には多様な子どもが学び、いわゆる発達障害のあるなしでは捉えるが難しい状況が見られます。心理な要因から問題につながる場合や、明確な医療診断がなくとも困難を示す場合もあります。教育委員といたしましては、教育支援を要する児童に対する個別指導計画に基づく指導と、在籍する学級運営の円滑に向けた支援を職務とする指導補助を、小学校に対し児童までとして、の児童に週、年間まで配置しております。本年度の配置といたしましては、現在までとなっているでございます。特別支援教育を充実させるには、通常の学級で学ぶの子どもがそれぞれに合った必要な支援が受けられるが求められております。通常の学級への指導補助など人員配置につきましては、必要に合わせながら検討してまいります。,"['通常学級', '人員配置', '平成月', '公表', '文部科学', '調査結果', '通常', '学級', '学習', '行動', '困難', '子ども', '小中学校', '小学校', '通常', '学級', '多様', '子ども', '発達障害', '状況', '心理', '要因', '問題', '場合', '明確', '医療診断', '困難', '場合', '教育委員', '教育支援', '児童', '個別指導計画', '指導', '在籍', '学級運営', '円滑', '支援', '職務', '指導補助', '小学校', '児童', '児童', '週', '年間', '配置', '年度', '配置', '現在', '特別支援教育', '充実', '通常', '学級', 'の子ども', 'それぞれ', '必要', '支援', '通常', '学級', '指導補助', '人員配置', '必要', '検討']","['学級', '学級', '特別支援教育', '学級', '学級']"
30,	:◯教育特命担当部長（）教育に補足してについてお答え申し上げます。,"['', '◯教育特命担当部長教育', '補足']",
31,まず、学校統廃合に伴う東京の支援制度についてでございます。東京におきましては、統廃合による教育の課題を改善する、区市町村の適正規模について取り組みを、人的・財政に支援する制度を持っております。具体内容でございますが、教員の加配、それから新しい学校に必要な備品、あるいは設備の整備、既存施設の小規模な維持補修の経費が対象となっております。また、交通擁護でございますが、こちらの配置経費についても補助対象と伺っております。現在東京とは統廃合の取り組みに合わせて協議を進めているでございます。,"['学校統廃合', '東京', '支援制度', '東京', '統廃合', '教育', '課題', '改善', '区市町村', '適正規模', '取り組み', '人的', '財政', '支援', '制度', '具体内容', '教員', '加配', '学校', '必要', '備品', '設備', '整備', '既存施設', '小規模', '維持補修', '経費', '対象', '交通擁護', '配置経費', '補助対象', '現在東京', '統廃合', '取り組み', '協議']","['統廃合', '適正規模', '小規模', '統廃合']"
32,それから、、の統合の検証でございますが、合併して開校いたしましたけやきの検証につきましては、残っている当時の資料をもとに現在検証を行っているでございます。両校の閉校行事に関する資料、あるいは当時の実行委員などの組織、メモリアルホールなどを設置しておりますので、そういったの確認の検証を行っているでございます。,"['統合', '検証', '合併', '開校', '検証', '当時', '資料', 'もと', '現在検証', '両校', '閉校行事', '資料', '当時', '実行委員', '組織', 'メモリアルホール', '設置', 'の確認', '検証']",
33,次に、今回の統廃合を今後にどう生かすかというでございますが、現在、小学校と小学校の統合と両校の児童の円滑に向けて検討準備を進めているでございますが、個々の学校において児童のスムーズな合流が達成された段階におきまして、これまでの経緯を検証させていただきまして、今後の学校施設の適正規模・適正配置の考え方に反映させていただきたいというに考えております。,"['今回', '統廃合', '今後', '現在', '小学校', '小学校', '統合', '両校', '児童', '円滑', '検討準備', '個々', '学校', '児童', 'スムーズ', '合流', '達成', '段階', '経緯', '検証', '今後', '学校施設', '適正規模', '適正配置', '考え方', '反映']","['統廃合', '適正規模']"
34,次に、特別支援学級の新設・増設について、学校の対応、教員、保護、児童生徒への対応についてでございます。９月以降の対応でございますが、９月、小学校におきまして、道徳授業地区公開講座といたしまして、、に全学年の道徳授業を行っております。その後体育館で、「共に学ぶ特別支援学級設置の意義」というテーマで講演を本市の就学支援委員会長の先生を講師として行っております。次に、でございますが、先ほど議員からも御質問のでございましたが、月、青嵐中学校におきまして通常学級の保護、ほど、また、あわせてには新入学の生徒と保護の説明、こちらもほど参加いただいて実施しております。また、小学校におきましては、月に通常学級の保護に向けまして説明を実施したでございます。各説明の内容といたしましては、開設の経緯、特別支援学級の内容、学級の設置場所などについて御説明をさせていただいております。でございますが、からまで、新しく特別支援学級が開設されます学校を訪問させていただきまして、特別支援学級に在籍する児童の保護に向けて説明を開催しております。内容といたしましては、使用する教室の改良、設備改良の問題、それから、今後の教育課程などを中心に説明をさせていただきました。また、月でございますが、青嵐中学校におきまして、全校生徒と希望する保護に向けまして、中学校のびる学級の教員が人権教育に関する全体講話としての授業を行っているでございます。,"['特別支援学級', '新設', '増設', '学校', '対応', '教員', '保護', '児童生徒', '対応', '9月以降', '対応', '9月', '小学校', '道徳授業地区公開講座', '学年', '道徳授業', 'その後体育館', '特別支援学級設置', '意義', 'テーマ', '講演', '本市', '就学支援委員会長', '先生', '講師', '先', '月', '青嵐中学校', '通常学級', '保護', '新入学', '生徒', '保護', '説明', '参加', '実施', '小学校', '月', '通常学級', '保護', '説明', '実施', '説明', '内容', '開設', '経緯', '特別支援学級', '内容', '学級', '設置場所', '説明', '特別支援学級', '開設', '学校', '訪問', '特別支援学級', '在籍', '児童', '保護', '説明', '開催', '内容', '使用', '教室', '改良', '設備改良', '問題', '今後', '教育課程', '中心', '説明', '月', '青嵐中学校', '全校生徒', '希望', '保護', '中学校', '学級', '教員', '人権教育', '全体講話', '授業']","['特別支援学級', '特別支援学級', '学級', '特別支援学級', '特別支援学級', '学級']"
35,次に、教員への対応でございますが、８月、青嵐中学校におきまして本市の特別支援学級検討委員の座長でございます先生による研修を実施しております。また、月には特別支援学級主任におきまして研究授業を行ったでございます。また、月に教員になっての先生、それから月にはの先生、合計の教員に対しまして、特別支援学級に関する研修も実施したでございます。今後につきましても、丁寧な対応に心がけて準備を進めてまいりたいと思っています。,"['教員', '対応', '8月', '青嵐中学校', '本市', '特別支援学級検討委員', '座長', '先生', '研修', '実施', '月', '特別支援学級主任', '研究授業', '月', '教員', '先生', '月', '先生', '合計', '教員', '特別支援学級', '研修', '実施', '今後', '丁寧', '対応', '準備']",['特別支援学級']
36,	:◯（）御答弁ありがとうございました。順に意見、もしくは再質問をさせていただきたいと思います。,"['', '◯', '意見']",
37,まず、予算編成方針についてですけれども、消費税の引き上げについては適切に見積もる指示をしているというですけれども、決算特別委員の資料で、西東京の事業が委託で取り組まれているというが明らかになっております。委託事業から、内税と外税と契約の違いがあるというを伺っておりまして、内税の事業から、今回の消費税引き上げについて大変不安の声が届いております。具体に、委託事業に関して内税と外税というパターンの契約があるですけれども、どういった考えので内税と外税と分けられているというか、契約されているかという市の考えをまずお聞かせいただきたいと思います。,"['予算編成方針', '消費税', '引き上げ', '適切', '指示', '決算特別委員', '資料', '西東京', '事業', '委託', '明らか', '委託事業', '税', '外税', '契約', '違い', '税', '事業', '今回', '消費税引き上げ', '大変不安', '声', '具体', '委託事業', '税', '外税', 'パターン', '契約', '考え', '税', '外税', '契約', '市', '考え']",['引き上げ']
