,text,Onlynouns,selectednouns
11,の通行の件でございますが交差点から東へ少し入ったでございますがあそこは新青梅街道からの通行になっておりましてあそこは右折左折があります逆走されますと人命にかかわる重大事故の発生も予測されますので田無警察にその実情を報告し監視を強めていただいて一方通行を逆走するのないな指導が徹底される強く要請をしてまいります,"['通行', '件', '交差点', '東', '青梅街道', '通行', '右折左折', '人命', '重大事故', '発生', '予測', '田無警察', '実情', '報告', '監視', '通行', '指導', '徹底', '要請']",['交差点']
12,それからせせらぎ公園の関係でございますが現実に観察と下の自由との関係の勾配の問題で当初池が設置されましたに地盤の安定の考え方から荒木田などを使用してつくられておりますただかなりつくられた水路でございますので流れの勾配の関係でその荒木田を削ってしまうという現実が出てきて子どもがその周辺で遊ぶも加味されまして流れ自体の問題からいって土が下の自由に堆積してしまうそれから周囲の当初つくられたコンセプトの絡みでいいますといわゆる流れそのものがなくなってしまうな状況もありますのでそれらは根本にどういうにすべきかはつくられた当時のがありますのでできるだけ早期に利用の御意見を十分把握して長期に水のある公園が維持できるな形での考え方を提示してあるいはそういう形で観察と自由を含めてあり方を変えなくてはいけないかなというには考えております現実には防護さくの問題が一番直近の問題としてあったですこれにつきましては陳情の趣旨を踏まえて今年度に改修をしてまいりたいと考えております,"['せせらぎ公園', '関係', '現実', '観察', '下', '自由', '関係', '勾配', '問題', '当初池', '設置', '地盤', '安定', '考え方', '荒木田', '使用', '水路', '流れ', '勾配', '関係', '荒木田', '現実', '子ども', '周辺', '加味', '流れ自体', '問題', '土', '下', '自由', '堆積', '周囲', '当初', 'コンセプト', '流れそのもの', '状況', '根本', '当時の', '早期', '利用', '意見', '十分把握', '長期', '水', '公園', '維持', '形', '考え方', '提示', '形', '観察', '自由', 'あり方', '現実', '防護さく', '問題', '一番直近', '問題', '陳情', '趣旨', '今年度', '改修']",['陳情']
13,それからコイとかカメというなですけれども現実そのまままだ生育をしている状況でございましていなくなってはいないという状況ですので御理解をお願いしたいと思います私が一番気にしておりますは缶とか瓶とかそういう危険ながいたずらで投げ込まれるなおそれもあるし──取り除いておりますけれども確かに投げ込まれた形跡もありますのでそういうモラルの問題も含めてできる対処していきたいと考えております,"['コイ', 'カメ', '現実', '生育', '状況', '状況', '理解', 'お願い', '一番気', '缶', '瓶', '危険', 'いたずら', '確か', '形跡', 'モラル', '問題', '対処']",['モラル']
14,	:◯（や君）御答弁については期待はしていないですが予想はしていたというなですけれども実は私の質問通告これは蔵野議員が昨年やった質問通告というよりも議事の序文をそのまま「たちました」というを実は「たちました」と変えただけで内容は一緒のを言っているです作為にやったですがそれはなぜかというと要するにこので残念ながら何も変わっていなかったとこれは市長が一生懸命努力しても確かに部長も言われていたに警視庁東京というないろいろなとの絡みがあるのでしようがないというは重々承知しております先ほども言いました前議員が以前より言われていた歩道橋の改修についてお伺いしたいと思うですが今の利用状況これについても市長もデッキ構想は引き続き都に要望していきたいと言われておりますのでこの辺について部長からの御答弁になるかと思いますがお聞きしたいと思いますのでお願いいたします,"['', '◯', '期待', '予想', '昨年', '序文', '内容', '一緒の', '作為', '残念', '一生懸命努力', '確か', '部長', '警視庁東京', 'いろいろ', 'しようが', '重々承知', '先ほど', '以前', '歩道橋', '改修', '伺い', '今', '利用状況これ', 'デッキ構想', '都', '要望', '辺', '部長', 'お願い']",
15,それから旧網元前の交差点は結局田無に行く自転車歩行がたまってしまって危ないというでことしになってからだと思うですけれども正確には時期が調べ切れなかったですが旧網元の西側のにも横断歩道ができて多少これについては自転車歩行に対しての混雑は解消されたと思いますしかし根本解決はデッキができるまでは不可能かと思いますそこで私が思うに旧道路部分バス部分と交差する道路中央にあるパイ所沢街道はパイロンですね向こうの青梅街道は中央分離になっていると思うですけれどもここを改修してせめて歩行と自転車だけを通すができないかこれが可能かどうかというを伺いますこれはなぜかというと旧道を利用するにより方面から田無に向かう場合今の場合はビデオの前の交差点新しいの交差点の混雑が解消されますそれから旧網元に行く歩行自転車は大幅に減りあそこの途中の塀のあるのあるかないかの狭い通路結局交互通行ができにくいところがかありますここの部分の歩行同士または自転車同士などの事故が解消されると思いますまた北原の旧道を通ってから２つの大通りを渡り交通の少ない旧道に入っていくこの直進し駅に向かうができるは・方面の人にとっては駅までに行く距離も大変短くなってありがたいだと思いますのでこのについてなぜこれを聞くかといいますと交差点改修はだれののなかそこを通過する車両の交通渋滞を少なくするにつくられたなかそれともそこに住んでいる市民のなかそれを考えればおのずと答えは出てくると私は思いますがいかがでしょうか,"['網元前', '交差点', '結局田無', '自転車歩行', 'ことし', '正確', '時期', '網元', '西側の', '横断歩道', '自転車歩行', '混雑', '解消', '根本解決', 'デッキ', '不可能', '道路部分バス部分', '交差', '道路中央', 'パイ所沢街道', 'パイロン', '向こう', '青梅街道', '中央分離', '改修', '歩行', '自転車', '可能', '旧道', '利用', '方面', '田無', '場合今', '場合', 'ビデオ', '前', '交差点', '交差点', '混雑', '解消', '網元', '歩行自転車', '大幅', '途中', '塀', '通路結局交互通行', '部分', '歩行同士', '自転車同士', '事故', '解消', '北原', '旧道', '大通り', '交通', '旧道', '直進', '駅', '方面', '人', '駅', '距離', '大変', '交差点改修', 'なかそこ', '通過', '車両', '交通渋滞', '市民', 'なかそれ', 'いかが']","['交差点', '交差点', '交差点']"
16,交差点の問題としてちょっと挙げさせていただきたいですがこれは先ほどから言っています網元までの道のそれから網元のの横断歩道部分以前も議員が言っていた所沢街道を渡る小さな三角の安全地帯のある部分もかなり危険があると思うのであそこを通す自体が危険だと思っていますそれからそれに対応して旧道を利用するというそれから最終にはデッキをつくるができればベストではないかとこのな問題があるではないかというを提言させていただきます,"['交差点', '問題', '先ほど', '網元', '道', '網元', '横断歩道部分以前', '所沢街道', '三角', '安全地帯', '部分', '危険', '自体', '危険', '対応', '旧道', '利用', '最終', 'デッキ', 'ベスト', '問題', '提言']",['交差点']
17,自由については早急にさくに関しては今年度に改修──今年度と言われたですね──していただけるというでありがとうございますぜひその改修をしていただきたいと思います私も６月議会で指摘をしておりますがせせらぎ公園の池の管理もままならないではきのうの議員の御質問にもありました規模が大きくなる合併記念公園の池の管理をするは不可能に近いと思いますこれは前回も言いましたが……,"['自由', '早急', 'さく', '今年度', '改修', '今年度', '改修', '6月議会', '指摘', 'せせらぎ公園', '池', '管理', 'ままならない', 'きのう', '規模', '合併記念公園', '池', '管理', '不可能', '前回']",['合併記念公園']
18,あとは池のコイカメ──カメはそろそろ冬眠に入って土のに潜っていってしまったと思うですけれどもこの前も言いましたが入れておくとカメやコイは水質汚染のとにかく最たるなです私も結構とか釣りが好きなので子どものからしょっちゅう釣ってきては飼ったりとかしていますのでよくわかっているです前回の６月議会のに言ったでは飼育においてカメは──「飼育」というは飼育しているという意味なですけれどもそれが飼育をしている人「家」というになっていたですが飼育において水槽を汚す水質汚染を一番強くするがカメなですたくさん食べてたくさんふんを出すので当然尿酸とかが上がってアンモニアが発生してという形で水質が汚染される生物が生きていけない状態にどんどんなってしまうそうすると池の水質がどんどん落ちていってだめになってしまいますのでぜひ早急な対応をお願いいたしたいと思います,"['あと', '池', 'コイカメ', 'カメ', '冬眠', '土の', '前', 'カメ', 'コイ', '水質汚染', '結構', '釣り', '好き', '子どもの', '前回', '6月議会', '飼育', 'カメ', '飼育', '飼育', '意味', '飼育', '人', '家', '飼育', '水槽', '水質汚染', '一番', 'カメ', 'たくさん', 'たくさんふん', '尿酸', 'アンモニア', '発生', '形', '水質', '汚染', '生物', '状態', '池', '水質', 'だめ', '早急', '対応', 'お願い']",
19,改修についてはやっていただけるというですのでさくについては入りやすくしてくれるとかそういうになると思うですが一番問題は先ほど部長も言われていたに底がブルーシートなですあれを何とかしないと結果にはだめだと思うですブルーシートは水がちょっとついているだけでも滑りますからそういうを考えますとブルーシートから滑りにくいへ変更し子どもが入って遊ぶができるが一番いいと思いますがこのについていかがでしょうか,"['改修', 'さく', '一番問題', '先', '部長', '底', 'ブルーシート', '結果', 'だめ', 'ブルーシート', '水', 'ブルーシート', '変更', '子ども', '一番', 'いかが']",
20,かになりますが御答弁をお願いいたします,['お願い'],
21,	:◯都市整備部長（朝）まず交差点の問題でございますけれども交差点改良はだれのかというでいろいろ市民の利用だけではなくて当然歩行の安全も加味されなければならないとそれから新青梅街道の絶対な交通の関係からいえばそれらもスムーズに流れなくてはならないどちらが比重が重いかというはなかなか難しい問題があろうかと思います特に都市計画街路の整備に伴って既存の道路にかの交差が生じる結果となって当時あらゆる角度から検討されて交差点ができたというは想像しておりますそこで旧道の部分について歩道を設置できないかというですがこれは改めて田無警察と直接はしてみますけれどもあそこに歩道を設けるとなるとその西側の都市計画街路いわゆる新道ですねそこからの交差点の絡みそれから網元に至る華のの交差の関係が発進する距離と制動する距離当然歩道を設ければ信号も設けなくてはなりませんのでそれらの構造な現実の問題として可能かどうか非常に厳しいというで今日まで手がつけられなかったかと判断いたしております,"['', '◯都市整備部長朝', '交差点', '問題', '交差点改良', 'だれの', '市民', '利用', '歩行', '安全', '加味', '青梅街道', '絶対', '交通', '関係', 'スムーズ', '比重', '問題', '都市計画街路', '整備', '既存', '道路', '交差', '結果', '当時', '角度', '検討', '交差点', '想像', '旧道', '部分', '歩道', '設置', '田無警察', '直接', '歩道', '西側', '都市計画街路', '新道', '交差点', '網元', '華', '交差', '関係', '発進', '距離', '制動', '距離', '歩道', '信号', '構造', '現実', '問題', '可能', '非常', '今日', '手', '判断']","['交差点', '交差点', '交差点']"
22,それから先ほどちょっと答弁を落としたですがいわゆる田無駅前からの街路が新青梅にぶつかりまして昔華のにあった歩道がその西側に移ったですそこにバス路線を設置するによりましてバスのみ右折というでその歩道にバスが右折してまいりますが朝夕のラッシュ北原交差点でとまった車がバスの右折によって歩道が結果にふさがれるという状況もあってそういうその部分の解消のに歩行の安全を含めて多分現在の網元の前に新たにゼブラゾーンを設置したとそれは昨年の月に設置したでございますそういうで部分な対応をしておるですが御質問のに市民感覚といたしましては旧道から真っすぐ新青梅を渡るができないという現実がありますこれらの問題を改めて話し合いをして解決の方向があればいいですけれども我々としてはその辺の趣旨を踏まえて再度協議をしてまいりたいと思います,"['先', '田無駅前', '街路', '青梅', '昔華の', '歩道', '西側', 'バス路線', '設置', 'バス', '右折', '歩道', 'バス', '右折', '朝夕', 'ラッシュ北原交差点', '車', 'バス', '右折', '歩道', '結果', '状況', '部分', '解消の', '歩行', '安全', '現在', '網元', '前', '新た', 'ゼブラゾーン', '設置', '昨年', '月', '設置', '部分', '対応', '市民感覚', '旧道', '真っすぐ', '青梅', '現実', '問題', '話し合い', '解決', '方向', '辺', '趣旨', '協議']","['バス', 'バス', 'バス']"
23,それからせせらぎ公園の関係でございますけれどもカメが水質汚濁につながるというで我々としても放置されたカメをどうするかというは心理に大変難しいがありまして逆にどの程度現在のカメが自由の水質汚濁に寄与しているかとその辺はなかなか難しい問題で判断できないなです先ほど申しましたにあのせせらぎ公園の流れは構造に大変無理があるというは結果として出てまいりましたですからブルーシートの関係がありますけれども荒木田で整えたですからあの勾配で水が流れますと普通に土を削ってしまいますそれから削られたをシートで防水してあるですけれども子どもがそれをおもしろがって滑り台にしてしまうとかいうが多分前部長が想像できなかった問題だというだろうと思いますそこで先ほど御答弁申しましたにあそこを安定に流れを維持していくにはいわゆる子どもが水辺で遊ぶ環境は環境として整えてあげたいですけれどもそのなあり方が子どもの作用によって崩れてしまうというはこれは防がなくてはいけないだろうと思っておりますですからいろいろ子どもの本来の遊びの選択の幅を狭めるにはなるかもしれませんけれどもそうはいっても公園ですからいろいろなが訪れる市民の憩いの場でありますからできるだけ多くのがその公園で憩うができるな環境を維持しなくてはいけないは我々の責務だろうと思っておりますのでそういう関係で話し合いをしていきたいというでございますのでぜひ御理解をいただきたいと思います,"['せせらぎ公園', '関係', 'カメ', '水質汚濁', '放置', 'カメ', '心理', '大変', '逆', '程度現在', 'カメ', '自由', '水質汚濁', '寄与', '辺', '問題', '判断', '先', 'せせらぎ公園', '流れ', '構造', '大変無理', '結果', 'ブルーシート', '関係', '荒木田', '勾配', '水', '普通', '土', 'シート', '防水', '子ども', '滑り台', '部長', '想像', '問題', '先', '安定', '流れ', '維持', '子ども', '水辺', '環境', '環境', 'あり方', '子ども', '作用', 'いろいろ子ども', '本来', '遊び', '選択', '幅', '公園', 'いろいろ', '市民', '憩い', '場', '公園', '環境', '維持', '責務', '関係', '話し合い', '理解']",
24,	:◯（や君）８月に自由民主党西東京市議の代表副代表とともに田無警察に行ってまいりましていろいろな意見交換なをさせていただいたですけれどもそのに言われたがまさに交差点の問題なです部長の答弁と同じでしたスムーズに流れなくてはいけないというは車のをまず考える比重はどちらにするか難しいというも言われていましたあらゆる観点から見てというになるだと思うですけれども特に新宿方面に向かう通過車両ののであるというが現状の交差点だと思います確かに前に比べると交差点の交通渋滞は私はあそこを毎日のに通りますから実感できるですけれども特にひばりが丘方面谷戸新道から田無のに向かってくる朝の渋滞なんかは随分減りました交通渋滞という意味においてはデータを調べれば多分かなりの解消という結果が出ると思うですいわゆる通過車両それから地元の人の交通も含めて車で動く人のには大変いいとは思うですだけれどもその通過車両のの交差点なかそれとも歩行地元に住んでいる人の──例えばお年寄りがあの交差点を通って田無まで歩いていこうと考えたに残念ながら今のデッキ構想の部分で今の古い歩道橋を歩こうとしてもあの階段自体を上り下りするがまず高齢のや足の悪い人は無理ですそういうも考えますとだれのの交差点なかだれのの行政なかとせめて西東京としては警視庁や田無警察そして東京との話し合いので市民のに歩行のの意見を強く言っていただきたいと思いますぜひよろしくお願いいたします,"['', '◯', '自由民主党西東京市議', '代表', '代表', '田無警察', 'いろいろ', '意見交換', '交差点', '問題', '部長', 'スムーズ', '車の', '比重', '観点', '新宿方面', '通過車両', '現状', '交差点', '確か', '前', '交差点', '交通渋滞', '毎日の', '実感', 'ひばりが丘方面谷戸新道', '田無の', '朝', '渋滞', '交通渋滞', '意味', 'データ', 'かなり', '解消', '結果', '通過車両それ', '地元', '人', '交通', '車', '人の', '大変', '通過車両', '交差点なか', '歩行地元', '人', '年寄り', '交差点', '田無', '残念', '今', 'デッキ構想', '部分', '今', '歩道橋', '階段自体', '上り下り', '高齢', '足', '人', '無理', '交差点なかだれ', '行政なか', '西東京', '警視庁', '田無警察', '東京', '市民の', '歩行', '意見', 'お願い']","['交差点', '交差点', '交差点', '交差点']"
25,それからちょっと話が違うですが実は車のの誘導動としての方面から田無に向かうでやはり先ほど言ったバスの旧道を利用するによって方面から２つの青梅街道を右折しまして旧道のに左に入りますよねそして田無のに向かうができるですけれどもそのに昔の大関今は「魚菜肴」というお店になっているあそこのが一方通行なですあの通行を以前田無市議会のにも言ったですけれども郵便に向かうあの通りの通行を逆に交互通行にするこちらからは行けるですけれども郵便ＪＡの前から来ると途中までで通過できないですあれを通過させるによって随分また交通動が変わるじゃないかとそれは当然交差点の渋滞の解消にもなるではないかというを提言させていただきますのでぜひお考えいただきたい以前の田無市議会ではぜひ検討するというあたりまでは行ったですがその先はどうなったか私もわかりませんのでぜひ御検討いただきたいというをお願いいたします,"['話', '車', '誘導動', '方面', '田無', '先', 'バス', '旧道', '利用', '方面', '青梅街道', '右折', '旧道', '左', '田無の', '昔', '大関今', '魚菜肴', '店', 'あそこの', '通行', '通行', '以前田無市議会の', '郵便', '通り', '通行', '逆', '交互通行', '郵便JA', '前', '途中', '通過', '通過', '交通動', '交差点', '渋滞', '解消', '提言', '以前', '田無市議会', '検討', 'あたり', '先', '検討', 'お願い']","['バス', '交差点']"
26,それから公園問題については流れの構造な無理があるというそれから勾配が強いとブルーシートを滑り台にして子どもが遊ぶというはそれもまた公園としての一つのあり方かなと思うですけれどもできればあそこは自由という形でもう少し何とかしていただきたい今の部長答弁では何とかしてくれるというに私は理解しましたのでぜひよろしくお願いいたします合併記念公園の完成管理を前にしてちょうどいいプロットタイプというか好例があるですからこの前例をぜひ今後の公園管理に生かしていただければ大変ありがたいと思います自由の改修についてはぜひともよくやっていただきたいとお願いいたしましてさっき言ったデッキというか今の歩道橋の利用がわかればそれだけ御答弁いただいて私の質問はこれで終わりにいたします,"['公園問題', '流れ', '構造', '無理', '勾配', 'ブルーシート', '滑り台', '子ども', '公園', '一つ', 'あり方', '自由', '形', '今', '理解', 'お願い', '合併記念公園', '完成管理', '前', 'プロットタイプ', '好例', '前例', '今後', '公園管理', '大変', '自由', '改修', 'お願い', 'さっき', 'デッキ', '今', '歩道橋', '利用']",['合併記念公園']
27,	:◯都市整備部長（朝）歩道橋の利用につきましては統計をとっておりませんので数の把握はいたしておりませんが私も近所ですのでほとんど毎日見ておりますほとんど利用はいない状況でございます,"['', '◯都市整備部長朝歩道橋', '利用', '統計', '数', '把握', '近所', '毎日', '利用', '状況']",
28,	:◯議長（）をもちましてや議員の一般質問を終わります,[''],
29,次に議員に質問を許します,[],
30,〔登壇〕,[],
31,	:◯（）私は市の産業行政と商工会の役割について及び市内各地域商店の活性対策について質問いたします,"['', '◯私', '市', '産業行政', '商工会', '役割', '市内', '地域商店', '活性対策']",
