,text,Onlynouns,selectednouns
10,次に福祉会館・老人福祉センター事業の充実と地域リハビリテーションについての御質問がございました高齢の健康志向への意識は年々高まっておりまして本市ではそれにこたえるべく老人福祉センター及び福祉会館におきまして地域の高齢の方々が健康で明るい生活を送るができる各種相談を初め健康の増進教養の向上レクリエーション活動などを提供しているでございます健康増進に向けた具体な取り組みでございますが老人福祉センター福祉会館におきましてはコミュニティ嘱託として看護を配置し利用の健康相談や健康状態の把握などに努めているほか各施設では高齢の健康を目指した健康体操教室や各種講座などを実施しているでございます御質問にもございます地域リハビリテーションについてでございますが高齢が住みなれた地域で安全に生き生きとした生活が送れる保健医療福祉分野のそれぞれの役割が分断されるなく地域住民ＮＰＯボランティアを含めた地域社会のあらゆる資源を活用して横断かつ総合に行われるリハビリテーションであると理解しているでございますそういう意味からいたしまして地域における福祉会館老人福祉センターの役割につきましては今後とも大いに期待しているでございまして施設の有効活用を初め健康増進に向けた事業の充実を図っていくが必要であると考えているでございますこの件につきましても詳細につきましては担当部長より答弁をさせていただきます,"['福祉会館', '老人福祉センター事業', '充実', '地域リハビリテーション', '高齢', '健康志向', '意識', '年々', '本市', '老人福祉センター', '福祉会館', '地域', '高齢', '方々', '健康', '生活', '各種相談', '初め健康', '増進教養', '向上レクリエーション活動', '提供', '健康増進', '具体', '取り組み', '老人福祉センター福祉会館', 'コミュニティ嘱託', '看護', '配置', '利用', '健康相談', '健康状態', '把握', 'ほか', '施設', '高齢', '健康', '健康体操教室', '各種講座', '実施', '地域リハビリテーション', '高齢', '地域', '安全', '生活', '保健医療福祉分野', 'それぞれ', '役割', '分断', '地域住民NPOボランティア', '地域社会', '資源', '活用', '横断', '総合', 'リハビリテーション', '理解', '意味', '地域', '福祉会館老人福祉センター', '役割', '今後', '期待', '施設', '有効活用', '初め健康増進', '事業', '充実', '必要', '件', '詳細', '担当部長']",
11,	:◯保健福祉部長（）高齢福祉に関しましてかの質問をいただいておりますので御答弁申し上げます,"['', '◯保健福祉部長高齢福祉']",
12,の年の民生委員による訪問というでございますが今市長が答弁しましたが私のからは現在の民生委員の活動状況というでお話をさせていただきます民生委員につきましてはの定数に対しまして本年の月で一斉改選したでございますがの委嘱になっておりまして結果といたしまして現在の欠員となっているというな状況で正直申しますと民生委員の委嘱に対しまして私の事業といたしましては相当苦慮しているというが現状でございます民生委員の高齢世帯の訪問につきましてはに高齢のみで公的制度を利用されていない世帯について調査を実施したでございますが年の訪問を実施してはどうかという御提案ではございますが民生委員の皆さんも民生委員本来の業務のほかさまざまな地域活動に当たっておりまた参加しております高齢世帯のみを日常に把握するはなかなか困難な状況実態でございますそこで市長も御答弁申し上げておりますがそれにかわる事業といたしましてささえあいネットワークによりできる日常に地域の皆様にかかわりを持っていただくな働きかけをしていきたいと考えておりますしまたこのささえあいネットワークにつきましては民生委員も協力していただいておりますのでその辺のを御理解していただきたいと思っております,"['年', '民生委員', '訪問', '私の', '現在', '民生委員', '活動状況', 'お話', '民生委員', '定数', '本年', '月', '一斉改選', '委嘱', '結果', '現在', '欠員', '状況', '正直', '民生委員', '委嘱', '事業', '苦慮', '現状', '民生委員', '高齢世帯', '訪問', '高齢', '公的制度', '利用', '世帯', '調査', '実施', '年', '訪問', '実施', '提案', '民生委員', '皆さん', '民生委員本来', '業務', 'ほかさまざま', '地域活動', '参加', '高齢世帯', '日常', '把握', '困難', '状況実態', '事業', 'ネットワーク', '日常', '地域', 'かかわり', '働きかけ', 'ネットワーク', '民生委員', '協力', '辺の', '理解']",
13,続きまして地域からの孤立それから要求に基づいたサービスの提供や社会参加というで一体の質問かと思いますのでその辺あわせて御答弁させていただきます市長が申しておりましたいわゆる社会参加するきっかけになるな形で行政が働きかける場合人権問題個人情報の問題があるというお話確かにそれぞれの高齢の方々の人生と申しますか生活信条等々がございますのでそこに踏み込むというが行政としては非常に難しいではないかというも含めまして閉じこもりな高齢への対応といたしましてはまず１つは信頼関係を築くが必要ではないかとまた近隣のや今実施しておりますささえあいネットワークの協力団体や協力の地道なかかわりが大変重要ではないかと昨日の議員にお答えいたしましたけれどもかなり根気の要る事業ではないかなというに考えておりますまた地域とのかかわりを持つを拒むへの対応については昨日も市長が申しましたけれどもできるだけさりげなくまた何気ない形で支え合いを行うな形がある程度理想ではないかなと支えを受ける側も負担を感じるな形でこの事業を展開した場合いささか本来の趣旨からも外れていくながありますのでできるあせらずに時間をかけて意思の疎通を図っていくが肝要ではないかというに考えておりますまたささえあい事業も含めまして私といたしましては地域では閉じこもりな高齢の対象事業といたしましてはいきいきミニデイの事業充実も図っておりますこの事業の内容でございますけれども月かに集まっていただきまして趣味レクリエーション学習を行っていただきできる孤独の解消心身機能の維持向上それから社会とのつながりを深めていただければというで現在市内でほど開催されておりますまた一つの手法かとは思いますけれどもこうした事業にも参加しないというか参加されない閉じこもりな高齢についてはささえあいネットワークにより地域ののあいさつや行事への参加呼びかけを行うで今後地域の皆様とどういう取り組み施策ができるかどうか話し合っていく必要があると思っております昨日もお話ししましたけれどもささえあいネットワークの協力協力団体ともできる実績経験を踏まえたの意見交換等々も行っておりますのでその辺もできる参考にして何らかの方策をとっていければというに考えておりますまた社会福祉協議でも実施しておりますふれあいのまち事業とも連携を図るというでことしは１つはモデル地区といたしましてふれあいのまちの拠点といたしまして平成５月にけやきサロンを開設いたしておりますまた７月にはのに白梅という拠点も開設いたしているでございますもう１つは間接な安否確認というで直接の事業ではございませんけれども給食サービスにおいてもそれぞれ安否確認を副次的な効果としてなされていると考えております,"['地域', '孤立それ', '要求', 'サービス', '提供', '社会参加', '一体', '辺', '社会参加', 'きっかけ', '形', '行政', '場合人権問題個人情報', '問題', 'お話確か', 'それぞれ', '高齢', '方々', '人生', '生活信条等々', '行政', '非常', '高齢', '対応', '信頼関係', '必要', '近隣', '実施', 'ネットワーク', '協力団体', '協力', '地道', 'かかわり', '大変重要', '昨日', '根気', '事業', '地域', 'かかわり', '対応', '昨日', 'さりげ', '形', '形', '理想', '支え', '側', '負担', '形', '事業', '展開', '場合', '本来', '趣旨', '時間', '意思', '疎通', '肝要', '事業', '地域', '高齢', '対象事業', 'ミニデイ', '事業充実', '事業', '内容', '月', '趣味レクリエーション学習', '孤独', '解消心身機能', '維持向上それ', '社会', 'つながり', '現在市内', '開催', '一つ', '手法', '事業', '参加', '参加', '高齢', 'ネットワーク', '地域', 'あいさつ', '行事', '参加', '今後地域', '取り組み施策', '必要', '昨日', 'お話し', 'ネットワーク', '協力協力団体', '実績経験', '意見交換等々', '辺', '参考', '方策', '社会福祉協議', '実施', 'まち事業', '連携', 'ことし', 'モデル地区', 'まち', '拠点', '平成5月', 'サロン', '開設', '7月', '白梅', '拠点', '開設', '間接', '安否確認', '直接', '事業', '給食サービス', 'それぞれ安否確認', '副次的', '効果']",['理想']
14,次に福祉会館老人福祉センターの事業の充実と地域リハビリテーションというでございますが地域リハビリテーションにつきましてはか御答弁申し上げておりますが本年６月に部内に検討委員を立ち上げて保健介護保険高齢福祉障害福祉のリハビリテーションの制度が分断されるなく横断総合に継続できるな仕組みを今検討しておりますそので作業部会ので筋力向上トレーニングもあわせて設置いたしまして検討しているでございますまた介護保険の見直しの今回の意見のでも介護予防リハビリテーションにおいて高齢リハビリテーション研究の報告ので今後対象となる高齢の状態というで脳卒中モデル廃症候群モデル痴呆モデル等々が提案されております特に今後の介護予防ので生活の不活発によって生じる心身機能の低下するタイプいわゆる廃症候に対しての取り組みが今後重要になってくるかなというに考えておりますのでその辺のも今後の私の地域リハビリテーション検討委員の検討材料としてこれから考えていきたいと思っておるでございます,"['福祉会館老人福祉センター', '事業', '充実', '地域リハビリテーション', '地域リハビリテーション', 'はか', '本年6月', '部内', '検討委員', '保健介護保険高齢福祉障害福祉', 'リハビリテーション', '制度', '分断', '横断総合', '継続', '仕組み', '今検討', '作業部会', '筋力向上トレーニング', '設置', '検討', '介護保険', '見直し', '今回', '意見', '介護予防リハビリテーション', '高齢リハビリテーション研究', '報告', '今後対象', '高齢', '状態', '脳卒中モデル廃症候群モデル痴呆モデル等々', '提案', '今後', '介護予防', '生活', '活発', '心身機能', '低下', 'タイプ', '廃症候', '取り組み', '今後重要', '辺の', '今後', '地域リハビリテーション検討委員', '検討材料']","['検討委員', '介護保険']"
15,"また健康体操でございますけれども確かに昨年から各館で行うになりまして相当の利用がございます平成の実績といたしましての,ほど延べ利用がいらっしゃいましたこれは福祉会館の延べ利用のを超えているではないかというに考えておりますしまた平成月末現在でございますけれども延べを実施いたしまして,の利用がございますのでほぼ前年を上回っていくではないかというに考えております現場担当といたしましては利用申し込みはかなり多くなっているというで今後はクラスの増加やそれからレベルの教室を検討していくが必要ではないかというに考えております","['健康体操', '確か', '昨年', '各館', '相当', '利用', '平成', '実績', ',', '延べ利用', '福祉会館', '延べ利用の', '平成月末現在', '延べ', '実施', ',', '利用', '前年', '現場担当', '利用申し込み', '今後', 'クラス', '増加', 'レベル', '教室', '検討', '必要']",
16,それから看護につきましてでございますけれども今コミュニティケアセンター職員として看護の資格のあるを配置しております仕事の内容といたしましては会館センター利用の健康相談生活相談血圧測定それから入浴サービスの介助そので血圧測定等々を行っておりますまた健康体操教室の補助血圧測定健康状態の把握等々を主な仕事としてお願いをしているでございます今後看護をふやしたらという御提案でございますけれども現状をもう少し把握検討・検証するで考えていきたいと思います,"['看護', 'コミュニティケアセンター職員', '看護', '資格', '配置', '仕事', '内容', '会館センター利用', '健康相談生活相談血圧測定それ', '入浴サービス', '介助', '血圧測定等々', '健康体操教室', '補助血圧測定健康状態', '把握等々', '主', '仕事', 'お願い', '今後看護', '提案', '現状', '把握検討', '検証']",['介助']
17,私のからはでございます,['私の'],
18,	:◯（）再質問させていただきます,"['', '◯']",
19,敬老の節目支給に変わったで民生委員が全員に訪問しなくなってしまったですね私も旧田無の議会でそれに補完するがあるだと絶対につくるというで答弁をいただいていたですけれども旧保谷の議事を見させていただきましたけれどもやっぱり民生委員が全員を訪問していた安否確認な側面をカバーできるな施策があるだというに答えておられるですねそれはどういうなか友愛訪問だとかそういうになるかなというに思うですけれども私も以前に旧保谷で在宅介護支援センターの仕事をしていたがあるですが敬老を配るちょうど敬老の前後に民生委員が一斉にばっと配り始めると民生委員から支援センターへの相談が一気にふえるですねこれはなぜかというと民生委員が高齢のにお会いして話をしてそので気づいたを支援センターに伝えてくれたり本人からの訴えがあるというで相談件数が一気にふえるなですねこの絶好のチャンスをなくしてしまったなですけれどもこれにかわる訪問活動というをどこでカバーされているかなというがいま一つわからないですけどこれを見守りネットワークでやっていくというは一部の人の見守りネットワークですので高齢のみんなのに行って事情を聞くというな──敬老の場合は訪問して生活の状況を聞いてくるが目的ではないと思うですけれどもそので玄関に入れてもらって話を聞くという機会は絶好のチャンスだったですね本当に玄関ドアをあけてくれるチャンスをつくらないと孤立してしまう家庭にとってはなかなかドアもあけてもらえないよというが実態例えば民生委員のふれあい訪問のにでもあったですよねそこで市のが苦慮されているというはよくわかっているですけれどもドアをあけてくれるチャンスをつくるそういうが必要だというに思うですけれどもそれについてはふれあい訪問だとかそういう何か訪問をしているというなはあるでしょうか確かに年にか民生委員だけに訪問させるは欠員も出ているし無理だよとそこら辺はわかるですけれどもそれにかわるな訪問活動というはカバーできるでしょうかその辺についてお伺いします孤立しているにどのなニーズがあるかというを把握する必要がまずはあると思うですねそれについてもう一度お伺いします,"['敬老', '節目支給', '民生委員', '全員', '訪問', '田無', '議会', '補完', '絶対', '保谷', '民生委員', '全員', '訪問', '安否確認', '側面', 'カバー', '施策', 'なか友愛訪問', '以前', '保谷', '在宅介護支援センター', '仕事', '敬老', '敬老', '前後', '民生委員', '一斉', '民生委員', '支援センター', '相談', '民生委員', '高齢の', '話', '支援センター', '本人', '訴え', '相談件数', '絶好', 'チャンス', '訪問活動', 'カバー', 'ネットワーク', '一部', '人', 'ネットワーク', '高齢', 'みんなの', '事情', '敬老', '場合', '訪問', '生活', '状況', '目的', '玄関', '話', '機会', '絶好', 'チャンス', '玄関ドア', 'チャンス', '孤立', '家庭', 'ドア', '実態', '民生委員', '訪問の', '市の', '苦慮', 'ドア', 'チャンス', '必要', '訪問', '訪問', '確か', '年', '民生委員', '訪問', '欠員', '無理', '辺', '訪問活動', 'カバー', '辺', '伺い', '孤立', 'ニーズ', '把握', '必要', '伺い']",
20,それからそのニーズのでもなかなか人づき合いは苦手でも本当は仕事がもっとしたいだとかボランティア活動に参加できる──人と余りつき合わなくてもボランティアっていろいろありますよねそういうなをしたいとか例えば入浴なら利用したいというが中に潜んでいるかもしれないというではやはり状況を把握していただきたいというに思っています,"['ニーズ', '人', '苦手', '仕事', 'ボランティア活動', '参加', '人', 'ボランティア', '入浴', '利用', '中', '状況', '把握']",['ボランティア']
21,それから老人福祉センターの充実をしていくという方向で市長も答弁されているので充実してほしいなというに思うですけど特に老人福祉センターの場合は部分が市民の皆さんから見ても社会福祉協議の事務所があったが移転して抜けてその後が非常にもったいないな感じがするだとかもう少し有効利用ができないかなというは物すごくよく耳にするなですねやはり複合施設のに健康増進も老人福祉センターで優先して使えるではないという常に会議が埋まっているでもないし田無の総合福祉センターを有効に利用すればもっともっと充実できるというに思うです福祉会館は旧保谷地域にありますね老人福祉センターというは旧田無にしてみるとしかないですよね送迎などもありますので送迎なども広げるとちょっと大変になってしまうかなというもあるですけれどももっともっと充実させるはあの広からいえばできるというに思うですけれども有効利用についてはどのに今考えられているでしょうかお伺いします,"['老人福祉センター', '充実', '方向', '充実', '老人福祉センター', '場合', '部分', '市民', '皆さん', '社会福祉協議', '事務所', '移転', 'その後', '非常', '感じ', '有効利用', '耳', '複合施設の', '健康増進', '老人福祉センター', '優先', '会議', '田無', '総合福祉センター', '有効', '利用', '充実', '福祉会館', '保谷地域', '老人福祉センター', '田無', '送迎', '送迎', '大変', '充実', '有効利用', '今', '伺い']",
22,それから地域福祉計画でしたか高齢福祉計画でしたか市民の声で武蔵野では地域健康クラブというがあるというが書いてあるですねそういうがとてもいいというなが書いてありまして市内のコミュニティセンターで軽い体操だとかシルバーエアロビクスゲームなど週のを対象にして行っている事業らしいですけれども武蔵野から越してこられたなでしょうかねそういう意見が計画にも意見として載っていましたこういうな健康クラブな事業というは介護予防につながっていくと思うですね元気な高齢のへの施策というは介護予防につながるというに思いますがこのについてはどのにお考えでしょうかお願いします,"['地域福祉計画', '高齢福祉計画', '市民', '声', '武蔵野', '地域健康クラブ', '市内', 'コミュニティセンター', '体操', 'シルバーエアロビクスゲーム', '週の', '対象', '事業', '武蔵野', '意見', '計画', '意見', '健康クラブ', '事業', '介護予防', '元気', '高齢の', '施策', '介護予防', '考え', 'お願い']",
23,	:◯保健福祉部長（）再質問でか御質問いただきましたので御答弁申し上げます,"['', '◯保健福祉部長']",
24,１つは敬老の節目支給となってこれまでの高齢のに会う機会が少なくなったではないかというでございます先ほどのささえあいネットワークそれからふれあいのまちミニデイ民生委員の活動々お話ししましたけれどももう１つ老人クラブが行っております友愛訪問活動事業も行っております現在老人クラブではクラブほどございましてそのうちの社会奉仕活動といたしまして友愛訪問を行っているというクラブが現在クラブあるというに報告を受けております具体な取り組みといたしましてはクラブにさまざまではございますが主なとしてはひとり暮らしの高齢宅の訪問安否確認高齢宅への声かけ防災呼びかけ敬老大会への誘い話し相手家事手伝い等々でいわゆる小さな地域での触れ合い等々が行われておりますのでその辺の効果等々もあるではないかと確かに敬老支給というもございますけれどもにもわたってそういうネットワークをつくっているというに我々は考えておりますまた介護保険制度が導入いたしまして高齢福祉が大きな転換期を迎えたとそういうで地域の介護支援センター等々もできましたのでまた今後包括支援センターというも考えられておりますどういう形になるかまだ定かではございませんがそういうでそれぞれ取り込めない高齢といいますかそういうを発見という言い方は適切な言葉がどうかわかりませんけれどもそういうな形に努めていければというに考えております,"['敬老', '節目支給', '高齢の', '機会', '先', 'ネットワークそれ', 'まちミニデイ民生委員', '活動', 'お話し', '老人クラブ', '友愛訪問活動事業', '現在老人クラブ', 'クラブ', '社会奉仕活動', '友愛訪問', 'クラブ', '現在クラブ', '報告', '具体', '取り組み', 'クラブ', 'さまざま', '主', 'ひとり暮らし', '高齢宅', '訪問安否確認高齢宅', '声', '防災', '敬老大会', '誘い話し相手家事手伝い等々', '地域', '触れ合い等々', '辺', '効果等々', '確か', '敬老支給', 'ざいますけれどもにもわたってそういうネットワーク', '介護保険制度', '導入', '高齢福祉', '転換期', '地域', '介護支援センター等々', '今後包括支援センター', '形', '定か', 'それぞれ', '高齢', '発見', '言い方', '適切', '言葉', '形']",['介護保険制度']
25,またそののニーズの把握というでございますけれども先ほど申しましたそれぞれ人生生活信条等々もございましてそのがある程度アクションを起こしていただけない行政が接点を持つというは非常に難しいではないかとも申してもあれですけれども行政の活動施策がそれぞれの受ける側からある程度圧迫があるな形になった場合に本末転倒な形になる可能もございますのでその辺も慎重にそういうシステムができるかどうかというはなかなか至難な事業じゃないかなというに考えているでございます確かに仕事をしたいとかそういうがございますれば当然ハローワークだとか私に何らかの形で電話々していただければそこから行政がかかわっていけるというですからその前段のいわゆるインセンティブといいますか動機づけをどうするかというが非常に難しいではないかというに考えております,"['のニーズ', '把握', '先', 'それぞれ人生生活信条等々', 'アクション', '行政', '接点', '非常', '行政', '活動施策', 'それぞれ', '側', '圧迫', '形', '場合', '本末転倒', '形', '可能', '辺', '慎重', 'システム', '至難', '事業', '確か', '仕事', 'ハローワーク', '形', '電話', '行政', '前段', 'インセンティブ', '動機', '非常']",
26,それから田無総合福祉センターの活用というで特にがかなりスペースがあいているというな御質問でございますけれども確かに田無総合福祉センターは私健康推進ので所管いたしておりますただ議員おっしゃったあそこは相当な事業を抱えておりますのでそれぞれの今の機能をもう一度整理するで例えば今最も利用が多い健康体操等々にも使用できるかどうかを含めまして今後部内で検討していければというに考えております,"['田無総合福祉センター', '活用', 'スペース', '確か', '田無総合福祉センター', '私健康推進', '所管', '相当', '事業', 'それぞれ', '今', '機能', '整理', '今', '利用', '健康体操等々', '使用', '今後部内', '検討']",
