,text,Onlynouns,selectednouns
11,"福祉用具貸与事業お答えし福祉用具貸与事業は要介護状態となったができるだけ居宅で能力に応じ自立した日常生活営めるよういは要支援介護予防適切な福祉用具貸与で日常生活便宜図り機能訓練に資とともに介護負担軽減図る目的で実施してで介護によって利用できる用具が変わりが歩行や車椅子介護ベッドなど現在種類用具貸し出しが行われ利用には原則として実際にかかった費用は利用として御負担いただい昨年度貸し出し実績は,で昨年度貸し出し件数,に比べおおよそとなっ認知へ徘徊感知機器につきましては平成実績で年間延べ貸し出しが今年度始まった第介護保険事業計画におきましても高齢進展による福祉用具貸与需要も一定増加として要介護は年平均.要支援介護予防では年平均.利用見込んで計画策定してところで福祉用具事業と連携して年開催して福祉用具展示など通じて市民皆様に福祉用具や福祉用具貸与幅広く周知していける今後も普及啓発図ってまいり","['福祉用具貸与事業', '介護状態', '居宅', '能力', '自立', '日常生活', '支援介護予防適切', '福祉用具貸与', '日常生活便宜', '機能訓練', '資', '介護負担軽減', '目的', '実施', '介護', '利用', '用具', '歩行', '車椅子介護ベッド', '現在種類用具貸し出し', '利用', '原則', '費用', '利用', '負担', '昨年度貸し出し実績', ',', '昨年度貸し出し件数,', '認知', '徘徊感知機器', '平成実績', '年間延べ貸し出し', '今年度', '介護保険事業計画', '高齢進展', '福祉用具貸与需要', '一定増加', '介護', '年平均', '支援介護予防', '年平均利用', '計画策定', '福祉用具事業', '連携', '年開催', '福祉用具展示', '福祉用具', '福祉用具貸与', '周知', '今後', '普及啓発']",
12,在宅で看取りお答えし医療介護総合確保推進成立により介護保険に基づく地域支援事業に在宅医療・介護連携推進業務が位置づけられ平成４月までに全て市区町村が主体に取り組むと社会保障・税一体改革で目指す医療と介護分野将来は今後病床減少と平均在院日数短縮見込んでで今後在宅で療養高齢が増加と予測今後医療ニーズと介護ニーズあわせ持つ高齢が住みなれた地域で自分らしい暮らし人生最後まで続けるができる医療サービスと介護サービス一体に提供できる仕組みしていく必要が本年５月組織改正により健康福祉に配置がえし健康福祉とし高齢支援に在宅療養推進新設し在宅療養推進体制整備図ったで在宅で療養在宅で看取りは本人及び御家族が主体に選択できるケアで多職種支援体制構築が必要になり在宅療養にかかるさまざまな心配相談受け医療と介護連携した適切な支援体制につなげるができる在宅療養支援窓口設置に向けて現在在宅療養推進協議下部組織で在宅療養支援窓口専門部会で検討重ね地域包括ケアシステム構築に向け第計画期間に在宅療養介護連携推進土台構築してまいりたいと考え,"['在宅', '医療介護総合確保推進成立', '介護保険', '地域支援事業', '在宅医療', '介護連携推進業務', '平成4月', '全て市区町村', '主体', '社会保障', '税一体改革', '医療', '介護分野将来', '今後病床減少', '平均在院日数短縮', '今後在宅', '療養高齢', '増加', '予測今後医療ニーズ', '介護ニーズ', '高齢', '地域', '自分', '暮らし人生最後', '医療サービス', '介護サービス一体', '提供', '仕組み', '必要', '本年5月組織改正', '健康福祉', '配置', '健康福祉', '高齢支援', '在宅療養推進新設', '在宅療養推進体制整備', '在宅', '療養在宅', '本人', '家族', '主体', '選択', 'ケア', '職種支援体制構築', '必要', '在宅療養', 'さまざま', '心配相談', '医療', '介護連携', '適切', '支援体制', '在宅療養支援窓口設置', '現在在宅療養推進協議下部組織', '在宅療養支援窓口専門部会', '検討重ね地域包括ケアシステム構築', '計画期間', '在宅療養介護連携推進土台構築']","['在宅', '介護保険', '在宅']"
13,肺炎予防お答えし肺炎球菌感染は頻度が高くしかも重症しやすく高齢においては肺炎球菌が肺炎原因菌第占めて状況に高齢社会が到来した今日では治療だけではなく予防は極めて重要でと考え本市では平成月に高齢肺炎球菌ワクチンが定期たに伴い定期接種対象へ受診勧奨実施してまいり定期接種対象とならない年齢区分方々に対しましても任意で接種で定期接種対象と定期接種費用諸条件同一とし今年度も同様に実施し高齢肺炎球菌ワクチンは現在国による経過措置期間で平成は接種対象は原則なり平成まで経過期間においてはより丁寧な勧奨に心がけ肺炎予防対策進めてまいり,"['肺炎球菌感染', '頻度', '重症', '高齢', '肺炎球菌', '肺炎原因菌', '状況', '高齢社会', '到来', '今日', '治療', '予防', '重要', '市', '平成月', '高齢肺炎球菌ワクチン', '定期', '定期接種対象', '受診勧奨実施', '定期接種対象', '年齢区分方々', '任意', '接種', '定期接種対象', '定期接種費用', '条件同一', '今年度', '同様', '実施', '高齢肺炎球菌ワクチン', '在国', '経過措置期間', '平成', '接種対象', '原則', '平成', '経過期間', '丁寧', '勧奨', '肺炎予防対策']",['平成月']
14,最後に介護支援ボランティアポイント制度お答えし実施時期は新総合事業に移行平成４月実施してまいり目的といたしましては高齢が今まで培って知識技術生かしボランティア活動に取り組むで高齢生きがいとなるだけではなく介護予防にもつながる効果も期待多く高齢が生きがい持ち地域社会担い手として役割果たすできる社会参加通じた介護予防推進してまいりたいと考え実施は西東京社会福祉協議に委託してボランティア登録希望はボランティア保険に加入して制度基本な説明受けた登録できるとし活動メニューといたしましてはささえあい訪問協力活動認知サポーターボランティア活動はつらつサロンボランティア活動住民主体訪問サービス活動４つ始めて状況に応じて順次拡大してまいり,"['最後', '実施時期', '総合事業', '移行平成4月実施', '目的', '高齢', '今', '知識技術', 'ボランティア活動', '高齢生きがい', '介護予防', '効果', '期待', '高齢', '生きがい', '地域社会担い手', '役割', '社会参加', '介護予防推進', '実施', '西東京社会福祉協議', '委託', 'ボランティア登録希望', 'ボランティア保険', '加入', '制度基本', '説明', '登録', '活動メニュー', '訪問協力活動認知サポーターボランティア活動', 'サロンボランティア活動住民主体訪問サービス活動4', '状況', '拡大']",['総合事業']
15,	:◯教育（）　私は初めに交通事故受けて通学安全対策お答えいたし都道沿線東伏見地域交通事故は月（土曜日）に発生いたし事故内容としては南に向かう直進車両と北側に向かう車線東伏見小学校に右折車両右直事故で教育委員では事故発生現場検証終了田無警察訪れて事故状況教えて車両運転ミスでや道路構造問題ではないなど説明受け警察受けた情報校長に全て伝え保護問い合わせに対応できる態勢整えて北多摩南部建設事務所に対しても事故報告とあわせて当該現場が通学で都道開通安全確保協力引き続き依頼し本件に関して情報共有図ったでこ事故が発生した場合には教育委員と学校と的確な情報共有学校保護へ迅速適切な情報提供が重要でそは教育委員と学校が日常に緊密に情報共有し連携図ってが求められこうした取り組みが重大事故発生未然防止につながると考え今後も教育委員学校と保護方々と間丁寧な連携に努めてまいり,"['', '◯教育私', '初め', '交通事故', '都道沿線東伏見地域交通事故', '月土曜日', '発生', '事故内容', '南', '直進車両', '北側', '車線東伏見小学校', '右折車両右', '事故', '教育委員', '事故発生現場検証終了田無警察', '事故状況', '車両運転ミス', '道路構造問題', '説明', '警察', '情報校長', '全て', '保護問い合わせ', '対応', '態勢', '北多摩南部建設事務所', '事故報告', '当該現場', '通学', '都道開通安全確保協力', '依頼', '本件', '情報共有', '事故', '発生', '場合', '教育委員', '学校', '的確', '情報共有学校保護', '迅速適切', '情報提供', '重要', 'そ', '教育委員', '学校', '日常', '緊密', '情報共有', '連携', '取り組み', '重大事故発生未然防止', '今後', '教育委員学校', '保護方々', '間丁寧', '連携']",
16,不登校児童生徒現況お答えし平成本市不登校児童生徒につきましては前年に比べ小学校では増加中学校では減少し全体人数としては減少して状況でながら小学校ではこれまで少数で低学年で不登校が増加し中学校で減少につきましては前年度に多数でが卒業したによる減少で不登校対策委員で対応して中学不登校対策成果も一部が不登校全体減少にまでは至っていないと考え不登校になったきっかけといたしましては不安など情緒混乱や無気力など本人にかかわる状況が多く小学校では親子関係めぐる問題中学校ではいじめ除く友人関係めぐる問題となってところがこれらが複雑に重なって状況も見られ背景捉えと家庭環境要因や本人器質課題など含むが多いが伺われ不登校は児童生徒さまざまな要因によるで教育相談視点で器質要因環境要因要因など関係見定めるで背景捉え適切な支援必要が校内では教員による組織対応強化スクールカウンセラーやスクールソーシャルワーカー活用さらに教育相談センターや関係機関連携が大切になり今後はさらに教育相談センター機能充実させるで不登校対策に対応してまいりたいと考え,"['平成本市', '登校児童生徒', '前年', '小学校', '増加中学校', '減少', '全体人数', '減少', '状況', '小学校', '少数', '学年', '登校', '増加', '中学校', '減少', '前年度', '多数', '卒業', '減少', '登校対策委員', '対応', '中学', '登校対策成果', '一部', '登校全体減少', '登校', 'きっかけ', '不安', '情緒混乱', '無気力', '本人', '状況', '小学校', '親子関係', '問題中学校', 'いじめ', '友人関係', '問題', '複雑', '状況', '背景', '家庭環境要因', '本人器質課題', '登校', '児童生徒さまざま', '要因', '教育相談視点', '器質要因環境要因要因', '関係', '背景', '適切', '支援必要', '校内', '教員', '組織対応強化スクールカウンセラー', 'スクールソーシャルワーカー活用', '教育相談センター', '関係機関連携', '大切', '今後', '教育相談センター機能充実', '登校対策', '対応']",['いじめ']
17,	:◯（）　御答弁順次再質問意見述べさせてたいと思い,"['', '◯']",
18,若者出会い提供で市長御答弁にもと結婚応援環境に取り組んで自治体がふえ岐阜大垣ではカップルが成立千葉旭ではイベントセミナー開催で成婚が誕生秋田湯沢結婚サポート事業では平成で成婚カップルが平成でカップルが成立してそう本市もこういった成功してところ事例参考にしながら独身若手職員グループ立ち上げて柔軟な発想で市民まつりやマラソン大会など市イベントに出会い提供視点持って取り組んではいかがかと思いで再度御所見求め,"['若者出会い提供', '結婚応援環境', '自治体', 'ふえ岐阜大垣', 'カップル', '成立千葉旭', 'イベントセミナー開催', '成婚', '誕生秋田湯沢結婚サポート事業', '平成', '成婚カップル', '平成', 'カップル', '成立', '市', '成功', 'ところ事例参考', '独身若手職員グループ立ち', '柔軟', '発想', '市民まつり', 'マラソン大会', '市イベント', '提供視点', 'いかが', '所見']",
19,いきいきミニデイにつきまして再質問いたし参加団体出た意見可能な具体に御紹介たいと思いは団体に多様な実施状況で行われでこ説明で一律に移行求めるは非常に無理がではないかと考えが御所見伺い,"['ミニデイ', '参加団体', '意見可能', '具体', '紹介', '思い', '団体', '多様', '実施状況', '説明', '一律', '移行', '非常', '無理', '考え', '所見伺い']",
20,福祉用具貸与事業につきましては在宅生活続けるでは必要不可欠なが種類含まれしかも介護保険限度範囲で適用になりで負担も少ないそれに在宅で暮らす方々周知が非常に重要ではないかと考えがど行われてかお尋ねいたし,"['福祉用具貸与事業', '在宅生活', '必要不可欠', '種類', '介護保険限度範囲', '適用', 'なり', '負担', '在宅', '方々周知', '非常', '重要', '考え', 'かお']",['在宅']
21,在宅看取りで御答弁そ再質問させて本年９月定例一般質問で我が会派が医療と介護連携質問させていただいた在宅療養推進協議御答弁がそ進捗状況特に在宅療養専門部会で検討内容在宅支援療養窓口設置詳細な説明求め．第以降に向けて在宅療養介護連携ど進めていくかお示しください．終末も含めた在宅療養には定期巡回随時対応訪問看護介護導入が必要不可欠と考えが第計画では平成には導入お考えが読み取れがこれど整えていくおつもりなかお示したいと思い,"['在宅', '会派', '医療', '在宅療養推進協議', 'そ進捗状況', '在宅療養専門部会', '検討内容在宅支援療養窓口設置詳細', '説明', '以降', '在宅療養介護連携', 'かお', '終末', '在宅療養', '定期巡回随時対応訪問看護介護導入', '必要不可欠', '考え', '計画', '平成', '導入', '考え', 'おつもり', 'かお']",['在宅']
22,介護ボランティアポイント制度は再質問させて．４つ活動メニュー御紹介が制度設計がどなてかお尋ねいたし．我々提案ではポイントはストックして介護が必要になったに使ってで使わない選択肢もでボランティアに比重置くで財源にも配慮した提案してまいりがこポイント長年管理が困難で再検討してと聞い現在制度設計段階におけるポイント上限付与方法来年４月実施に向けて課題お尋ねいたし．御答弁にもが住民主体訪問サービス活動は市民参加視点も大変重要と考えど展開お考えなかお尋ねいたし,"['介護ボランティアポイント制度', '活動メニュー', '紹介', '制度設計', 'お尋ね', '我々提案', 'ポイント', 'ストック', '介護', '必要', '選択肢', 'ボランティア', '比重', '財源', '配慮', '提案', 'こポイント長年管理', '困難', '検討', '現在制度設計段階', 'ポイント上限付与方法来年4月実施', '課題お尋ね', '住民主体訪問サービス活動', '市民参加視点', '大変重要', '展開', '考えなかお尋ね']",
23,事故につきましては最後に意見言わせてで先にに伺った不登校児童再質問させてこ不登校対策は児童生徒持つ多様な背景や個別も中で保護と連携など困難な状況で御努力減少させるができてに敬意表し人数や対応可能な範囲で結構でで具体な対応お示したいと思い,"['事故', '最後', '意見', '先', '登校児童', '登校対策', '児童生徒', '多様', '背景', '個別', '中', '保護', '連携', '困難', '状況', '努力減少', '敬意', '人数', '対応可能', '範囲', '具体', '対応']",
24,で質問終わり,[],
25,	:◯企画部長（）　再質問総合戦略お答えさせて若者出会い提供御質問婚活パーティーなど出会いに特した事業展開は現在想定はしません御提案既存イベント活用こういった視点は現実な対応ではないか考え総合戦略中間まとめでお示しし基本目標で「次世代が将来描ける」こにつきましては中間まとめでお示しし推進に当たって方向によりまして何が効果かそういった視点で検討してまいりたいと考えてところで,"['', '◯企画部長', '若者出会い提供', '出会い', '特', '事業展開', '現在想定', '提案既存イベント活用', '視点', '現実', '対応', '考え総合戦略中間まとめ', '基本目標', '次世代', '将来', 'こ', '中間まとめ', '示し', '推進', '方向', '効果', '視点', '検討']",
26,	:◯ささえあい・健康担当部長（）　再質問にお答えいたし,"['', '◯', '健康担当部長']",['健康担当部長']
27,いきいきミニデイ意見交換で出具体な意見で１つは趣旨はよいでミニデイ残して新しい通いつくればいいではないかサロンはサロンとして市につくってミニデイは今までど存続してほしい高齢がふえ財政に厳しくなるもわかるし制度改正で市にもてきてはわかるが市独自よいは残していってほしいなどなど御意見にはいきいきミニデイ存続が多くで意見交換で私ど素案説明がとしてさまざま御心配おかけしてにつきましては担当として責任感じてところで皆様いただいた御意見再度検討し慎重に進めてまいりたいと考えミニデイ皆様とは再度意見交換設けさせてたい思っ,"['ミニデイ意見交換', '具体', '意見', '趣旨', 'ミニデイ', '通い', 'サロン', 'サロン', '市', 'ミニデイ', '今', '存続', '高齢', 'ふえ財政', '制度改正', '市', '市独自', '意見', 'ミニデイ存続', '多く', '意見交換', '素案説明', 'さまざま', '心配おかけ', '担当', '責任', '意見', '検討', '慎重', '意見交換']",
28,続きまして福祉用具貸与周知で本年７月に発行いたし介護保険と高齢福祉手引には種類貸し出し対象福祉用具御紹介し今年度は全戸にこ手引配布して周知図ったで福祉用具貸与につきましては介護保険連絡協議分科通してケアマネジャーへ説明も行っそれらによっても十分周知図り適切な貸与につなげていい考え,"['福祉用具貸与周知', '本年7月', '発行', '介護保険', '高齢福祉手引', '種類貸し出し対象福祉用具', '紹介', '今年度', '全戸', 'こ手引配布', '周知', '福祉用具貸与', '介護保険連絡協議分科', 'ケアマネジャー', '説明', '十分周知', '適切', '貸与', '考え']",['介護保険']
29,在宅療養で在宅療養推進協議につきましては鋭意慎重に検討進めてところでが特に在宅療養支援窓口設置につきましては専門部会設けこれまで短期間に開催してところで部会メンバーといたしましては在宅医療ソーシャルワーカー精神保健福祉地域包括支援センターケアマネジャー訪問看護ステーション市職員多職種で構成してところで在宅療養支援窓口が目指す役割目的具体に担う業務設置方針など検討してところで今後在宅療養ど段階踏んで進めていくかにつきましては第では地域包括ケアシステム土台つくっていい考え仕組みつくりそれ実践し発展させていくで同時に地域進める形でには地域包括ケアシステム構築していいと考え地域包括ケアシステムはまち支え合い仕組みと訳るが多いで地域つくるこ目的に今後進めていいと考え定期巡回・随時対応訪問介護看護導入で第計画では各で整備していく整備目標掲げが現在は整備ていない状況でこちらにつきましては重度はじめとした要介護高齢在宅生活支える必要な事業認識しで運営事業導入誘致図ってまいりたいと考え,"['在宅療養', '在宅療養推進協議', '慎重', '検討', '在宅療養支援窓口設置', '専門部会', '短期間', '開催', '部会メンバー', '在宅医療ソーシャルワーカー精神保健福祉地域包括支援センターケアマネジャー訪問看護ステーション市職員', '職種', '構成', '在宅療養支援窓口', '役割目的具体', '業務設置方針', '検討', '今後在宅療養', '段階', '地域包括ケアシステム土台', '考え仕組み', 'それ実践', '発展', '地域', '形', '地域包括ケアシステム構築', '地域包括ケアシステム', 'まち', '仕組み', '訳', '地域', 'こ目的', '今後', '定期巡回', '随時対応訪問介護看護導入', '計画', '整備', '整備目標', '現在', '整備', '状況', '重度はじめ', '介護高齢在宅生活', '必要', '事業認識', '運営事業導入誘致']","['地域包括ケアシステム構築', '地域包括ケアシステム']"
30,ボランティアポイントでこちらにつきましては主に活動といたしましてはささえあい訪問協力活動認知サポーターボランティア活動はつらつサロンボランティア活動住民主体訪問サービス活動に活用ができればいいかなと考えてところでポイントにつきましては相当と考え上限とし付与としたいと考え対象期間は４月３月までとし翌年度に精算したい考え換金につきましては現金か商品にか等含めまして検討で課題といたしましてはボランティア登録確保していくが必要で平成４月実施できる生活支援コーディネーターと打ち合わせ重ねてところで今後丁寧に周知図るで具体には平成２月説明順次開催していく予定でボランティアポイントメニューで住民主体訪問サービス活動で具体な展開でが現在社会福祉協議において小学校エリアで電球交換や窓拭きなどちょっとした困り地域で解決ふれまち助け合い活動順次エリア拡大して実施しボランティア活動してに対して介護支援ボランティアポイント制度に登録希望にボランティア登録してもらい担い手広げていい考え,"['ボランティアポイント', '主', '活動', '訪問協力活動認知サポーターボランティア活動', 'サロンボランティア活動住民主体訪問サービス活動', '活用', 'ポイント', '上限', '付与', '対象期間', '4月3月', '年度', '精算', '考え換金', '現金', '商品', '検討', '課題', 'ボランティア登録確保', '必要', '平成4月実施', '生活支援コーディネーター', '打ち合わせ', '今後丁寧', '周知', '具体', '平成2月説明', '開催', '予定', 'ボランティアポイントメニュー', '住民主体訪問サービス活動', '具体', '展開', '現在社会福祉協議', '小学校エリア', '電球交換', '窓', '地域', '解決', 'まち', '活動', 'エリア拡大', '実施', 'ボランティア活動', '介護支援ボランティアポイント制度', '登録希望', 'ボランティア登録', '担い手', '考え']",
31,	:◯教育部長（）　不登校に再質問にお答えいたし平成不登校児童生徒状況でが小学校では前年へと増加し中学校では前年と少し小中学校全体では減少となっながら内容分析いたしと教育答弁にもと全体な減少には至っていない考え方で不登校児童生徒適応指導教室（スキップ教室）に入室した小学生は中学生はで不登校ひきこもり相談Ｎｉｃｏｍｏルームに通小学生は中学生はとなっスキップ教室やＮｉｃｏｍｏルームそして教育相談センターにかかわり対応して児童生徒は全体でとなっ不登校要因や背景は多様で複合に重なっても多く教育課題としてみ捉えて対応が困難な場合がに留意必要がと考え早期対応といたしまして小学校に出る不登校サインで生活や身体対人関係変化見逃さないも大切なで本人気質要因などによる不登校対策として就学前段階で適切な就学に結びつけるも必要だと考え本市特別支援教育専門チーム児童精神医師による医学な観点は学校に行く来させるなどいろいろな登校指示で解決しようとが子ど心理な状況悪化させるも不登校が子ども守るになる不登校によって訴えて重な問題見過ごすになってはいけないとてところで今後はさらに不登校対策委員で小中連携とともに早期対応に力入れる適応指導教室（スキップ教室）や不登校ひきこもり相談Ｎｉｃｏｍｏルーム教育相談センター機能強化して対応してまいりたいと考え,"['', '◯教育部長', '登校', '平成', '登校児童生徒状況', '小学校', '前年', '増加', '中学校', '前年', '小中学校全体', '減少', '内容分析', '全体', '減少', '考え方', '登校児童生徒適応指導教室スキップ教室', '入室', '小学生', '中学生', '登校', '相談NCOMOルーム', '通小学生', '中学生', 'スキップ教室', 'NCOMOルーム', '教育相談センター', '対応', '児童生徒', '全体', '登校要因', '背景', '多様', '複合', '教育課題', '対応', '困難', '場合', '留意必要', '早期対応', '小学校', '登校サイン', '生活', '身体対人関係変化', '大切', '本人気質要因', '登校対策', '就学', '段階', '適切', '就学', '必要', '市特別支援教育専門チーム児童精神医師', '医学', '観点', '学校', 'いろいろ', '登校指示', '解決', '子', '心理', '状況悪化', '登校', '子ども', '登校', '重', '問題', '今後', '登校対策委員', '小中連携', '早期対応', '力', '適応指導教室スキップ教室', '登校', '相談NCOMOルーム教育相談センター機能強化', '対応']",
32,	:◯（）　時間も迫っで順不同で意見申し上げさせて,"['', '◯時間', '順不同', '意見']",['順不同']
