,text,Onlynouns,selectednouns
13,西東京商工会事務所お答えし西東京商工会では事務所まで会員方々御意見などしながら方針決定に向けて検討重ねているは承知してそなで本年月に開催され事務所委員並びに理事におきまして商工会本市へ事務所無償譲渡方針決定旨お伺い今後は令和５月に開催予定西東京商工会通常総代におきまして改めて事務所無償譲渡手続本市に対して協議申し入れ予定と伺って,"['西東京商工会', '事務所', '会員方々', '意見', '方針決定', '検討', '承知', 'そ', '年月', '開催', '事務所委員', '理事', '商工会本市', '事務所無償譲渡方針決定旨', '伺い今後', '令和5月', '開催予定西東京商工会通常総代', '事務所無償譲渡手続', '市', '協議申し入れ予定']",['西東京商工会']
14,"西東京プレミアム応援事業お答えし本事業は新型コロナウイルス感染拡大により影響受けている事業皆様支援補正予算第議決西東京商工会が実施主体となり準備進めて今回お食事とお買い物合わせて,チケット販売価格,で,用意多くお申し込み既にこ事業は本年月開始されて地域消費喚起し地域経済活性促進取り組み期待で現在新型コロナウイルス感染が拡大傾向にある状況応援購入並びに参加事業皆様に対しましては改めて感染防止対策御協力徹底して","['事業', '新型コロナウイルス感染拡大', '影響', '議決西東京商工会', '実施主体', '準備', '今回', '食事', '買い物', ',チケット販売価格,', ',用意', '申し込み', 'こ事業', '年月開始', '地域消費喚起', '地域経済活性促進取り組み期待', '現在新型コロナウイルス感染', '拡大傾向', '状況応援購入', '感染防止対策', '協力徹底']",
15,最後に市民交流施設お答えし本市におきましては平成３月に策定地域コミュニティ基本方針により地域コミュニティに課題把握や基本方針など整理して施設につきましても市民交流施設・文化施設におきまして現状課題整理や今後方向など定めたしかしながら新型コロナウイルス感染影響により新しい生活様式実践が感染拡大防止基本となった地域コミュニティにつきましても人接触機会減らす前提と整理図る必要が現在庁検討現在検討状況とましては市民交流施設は型地域によらず全て地域コミュニティ活性や形成に寄与整理により新しい生活様式に対応地域コミュニティ総合かつ効果に推進できるとて今後も庁で検討継続し年度内には市民交流施設・文化施設時点修正たいとて,"['最後', '本市', '平成3月', '策定地域コミュニティ基本方針', '地域コミュニティ', '課題把握', '基本方針', '整理', '施設', '市民交流施設', '文化施設', '現状課題整理', '今後方向', '新型コロナウイルス感染影響', '生活様式実践', '感染拡大防止基本', '地域コミュニティ', '人接触機会', '前提', '整理', '必要', '在庁検討現在検討状況', '市民交流施設', '型地域', '全て地域コミュニティ活性', '形成', '寄与整理', '生活様式', '対応地域コミュニティ総合', '効果', '推進', '今後', '庁', '検討継続', '年度内', '市民交流施設', '文化施設時点修正']",['新型コロナウイルス感染影響']
16,"	:生活文化スポーツ部長（）初めに西東京プレミアム応援事業補足してお答え申し上げ今回応援販売に当たりましてはオンラインチケット,本年月先行して販売が販売初日で即日完売直接販売予定チケット,に抽せん方式に変更たそ結果抽せん対象総数は当選は,で.倍率となったで本市並びに西東京商工会にはこような機会通じてお店ぜひ応援いが寄せられる販売セットが足りなかったなど御意見も","['', '生活文化スポーツ部長初め', '西東京プレミアム応援事業補足', '今回応援販売', 'オンラインチケット,', '年月先行', '販売', '販売初日', '即日完売直接販売予定チケット,', '抽せん方式', '変更', '結果抽せん対象総数', '当選', ',', '倍率', '本市並び', '西東京商工会', '機会', '店', '応援い', '販売セット', '意見']",['西東京商工会']
17,続きまして市民交流施設補足してお答え平成３月に策定市民交流施設・文化施設では市民交流施設うち交流施設に身近な憩い地域住民同士交流施設地域コミュニティ形成に寄与施設と役割整理令和目途に文化振興働コミュニティへ移管予定新型コロナウイルス感染影響による社会情勢変化鑑み地域コミュニティ及び市民交流施設に関現在方針つつ地域コミュニティ現在整理図っている具体には現行市民交流施設・文化施設一部時点修正し市民交流施設全て令和に働コミュニティに移管し働コミュニティにおきまして総合かつ効果に地域コミュニティ施策推進してたいにて,"['市民交流施設補足', '策定市民交流施設', '文化施設', '市民交流施設うち交流施設', '身近', '憩い地域住民同士交流施設地域コミュニティ形成', '寄与施設', '役割整理令和目途', '文化振興働コミュニティ', '移管予定新型コロナウイルス感染影響', '社会情勢変化', '地域コミュニティ', '市民交流施設', '関現在方針', '地域コミュニティ現在整理', '具体', '現行市民交流施設', '文化施設一部時点修正', '市民交流施設全て令和', '働コミュニティ', '移管', '働コミュニティ', '総合', '効果', '地域コミュニティ施策推進', 'たい']",
18,	:（ごう）では順に再意見述べさせて,"['', '意見']",
19,"切れ目支援と情報発信は子育て世代包括支援センター方向と新たな情報発信ツールであるアプリはよくわかり「いこいこ」名称も市民皆さんが覚えやすいネーミングになっていてとてもよいと感じて子育て応援アプリ実際に見て画面展開してみるとデザイン検索機能見やすか本市オリジナルアプリ使いやすい内容になってまして既に,超える登録があるも大きなつながり効果さらにまで議会にもが本アプリには予算支出がは大きな費用対効果てにが構築に当たって担当保健がまで聞いた市民反映こが重要であるとて市民地域基盤につなげるに向けて市民感覚ニーズに視点置くが大切さらに使い勝手よいアプリになるに積極な情報発信求めては終わり","['切れ目支援', '情報発信', '子育て世代包括支援センター方向', '新た', '情報発信ツール', 'アプリ', 'いこいこ', '名称', '市民皆さん', 'ネーミング', '子育て応援アプリ', '画面展開', 'デザイン検索機能', '本市オリジナルアプリ', '内容', ',', '登録', 'つながり効果', '議会', 'アプリ', '予算支出', '費用対効果て', '構築', '担当保健', '市民反映こ', '重要', '市民地域基盤', '市民感覚ニーズ', '視点', '大切', '勝手', 'アプリ', '積極', '情報発信']",
20,西東京商工会事務所再させて事務所方向商工会ではまでに方委員と理事検討重ねて本年月時点で一定方向が決定がわかりし市に対して情報提供があったも理解最終には商工会通常総代に議案提案されて手続がされて話になるだろうとが事務所は市消費センター分館に区分所有形式で所在してこ市が無償譲渡受けた場合建物全てが所有になりが今後消費センター分館活用など現時点で見解お示いと,"['西東京商工会事務所', '事務所方向商工会', '方委員', '理事検討', '年月時点', '一定方向', '決定', '市', '情報提供', '理解最終', '商工会通常総代', '議案提案', '手続', '話', '事務所', '市消費センター分館', '区分所有形式', '所在', 'てこ市', '無償譲渡', '場合建物全て', '所有', 'なり', '今後消費センター分館活用', '現時点', '見解', '示']",
21,西東京プレミアム応援事業西東京プレミアム事業実績などはよくわかり他自治体で実施していたプレミアム商品は販売場所で大勢購入希望が殺到してしまい混乱状況も報道などで目に本市でもプレミアム応援であったで混乱心配してが抽せん方式による販売方法に変更し柔軟に対応しては適切な判断であったと評価こに新たな負担が生じるになった商工会に対しましてはこかりて感謝申し上げで販売セットが足りなかった意見もあった必ずしも今回事業規模が適切であったか点は課題が残ったと感じて月には新型コロナウイルス感染第到来に東京都内ではたび重なる営業時間短縮が求められるになり今後も市内事業方々は先行きが不透明な状態が続くが予想されて市もこ状況消費喚起に向けた取り組みさらに進めていく必要があるとて我が会派とましても来年度も今回仕組みベースとしつつ新たな視点取り入れた事業支援検討し実行される強く要望してこ終わり,"['西東京プレミアム応援事業西東京プレミアム事業実績', '自治体', '実施', 'プレミアム商品', '販売場所', '大勢購入希望', '殺到', '混乱状況', '報道', '目', '本市', 'プレミアム応援', '混乱心配', '抽せん方式', '販売方法', '変更', '柔軟', '対応', '適切', '判断', '評価こ', '新た', '負担', '商工会', '感謝', '販売セット', '意見', '今回事業規模', '適切', '点', '課題', '月', '新型コロナウイルス感染', '到来', '東京都内', 'たび', '営業時間短縮', '今後', '市内事業方々', '先行き', '不透明', '状態', '予想', '市', 'こ状況消費喚起', '取り組み', '必要', '会派', '来年度', '今回仕組みベース', '新た', '視点', '事業支援検討', '実行', '要望']",['新型コロナウイルス感染']
22,市民交流施設で新型コロナウイルス感染影響た地域コミュニティ市民交流施設取り扱いに検討状況は理解今回新型コロナウイルス感染はたちまでに経験事態で未曾有危機と言えこような状況に対し決定方針など臨機応変に対応は今後行政運営極めてポイントであると一度決めただ見直さでは刻々と変わる社会情勢や市民取り巻く生活環境に目配り柔軟かつ的確に行動して望み市民交流施設も時点修正内容今後も注視していきたいと,"['市民交流施設', '新型コロナウイルス感染影響', '地域コミュニティ市民交流施設取り扱い', '検討状況', '理解今回新型コロナウイルス感染はたち', '経験事態', '未曾有危機', '状況', '決定方針', '臨機応変', '対応', '今後行政運営', 'ポイント', '社会情勢', '市民', '生活環境', '目配り柔軟', '的確', '行動', '望み市民交流施設', '時点修正内容今後', '注視']",['新型コロナウイルス感染影響']
23,では再よろしくお願いし,['お願い'],
24,	:生活文化スポーツ部長（）消費センター分館今後御でが西東京商工会保谷事務所取り扱い含めまして引き続き公共施設総合管理計画あるいは消費センター分館こういったに基づきまして課題整理進めてたいにて,"['', '生活文化スポーツ部長消費センター分館今後', '西東京商工会保谷事務所取り扱い', '公共施設総合管理計画', '消費センター分館', '課題整理', 'たい']",
25,	:（ごう）消費センター分館は商工会保谷事務所取り扱い含め今後も庁課題整理していく御で我が会派では今後進捗状況適時協議経過確認していきし市と商工会協議が円滑に進むにさまざまな場面で提案いきで市も適切に対応してに要望して終わりこ介護保険特別徴収誤りがそ責任問う声そしてに関しては損害賠償求める声もあったかと行政職員が行った行為により正当な状態に戻す行為に当たり必要となる経費支出に与えた損害で賠償すべきそういった内容であるではそな主張に対してはちゅうちょ覚えるで,"['', '消費センター分館', '商工会保谷事務所取り扱い', '今後', '庁課題整理', '会派', '今後進捗状況適時協議経過確認', '市', '商工会協議', '円滑', 'さまざま', '場面', '提案いき', '市', '適切', '対応', '要望', '介護保険特別徴収誤り', 'そ責任', '声', '損害賠償', '声', '行政職員', '行為', '正当', '状態', '行為', '必要', '経費支出', '損害', '賠償', '内容', 'そ', '主張', 'ちゅうちょ']",
26,過去にあった裁判例簡単に御紹介ある県職員退職手当にかかわる源泉所得税法定期限に納付法定期限で納付できなかったかしなかったねそういったにそ県が不納付加算税納付余儀されたケースが過去にそ結果延滞税不納付加算税相当損害賠償求める訴訟が提起されに対高等裁判所判断は賠償認める大変厳しいであった最高裁ではこ決定覆し結果は職員に重大な過失があるとまでは言えず損害賠償責任は負わとされ,"['過去', '裁判例簡単', '紹介', '県職員退職手当', '源泉所得税法定期限', '納付法定期限', '納付', 'そ県', '納付加算税納付余儀', 'ケース', '過去', 'そ結果延滞税', '納付加算税相当損害賠償', '訴訟', '提起', '対高等裁判所判断', '賠償', '大変', '最高裁', 'こ決定', '結果', '職員', '重大', '過失', '損害賠償責任']",['重大']
27,が今何申し上げたいかと申しと今回起きた介護保険誤りはも申し上げて大いに反省してもらいたいとは誰しもが思うはそして市民おしかりも真摯に受けとめてたいと思うで殊さら損害賠償責任があるは何一体根拠に言っているそういうでも今回ケースは事務ミスでまして──事務ミスといってもミスはミスと繰り返していただいては困るで今西東京出来事が先ほど御紹介させてとある県退職手当ケースと比較してみたに西東京ケースは重大な過失と言えるか不正な行為が行われていたと言えるかはそうではと,"['今何', '今回', '介護保険誤り', '反省', '市民', '真摯', '殊さら損害賠償責任', '根拠', '今回ケース', '事務ミス', '事務ミス', 'ミス', 'ミス', '今西東京出来事', '先', '紹介', '県退職手当ケース', '比較', '西東京ケース', '重大', '過失', '不正', '行為']","['ミス', 'ミス', '重大']"
28,"ちなみに紹介訴訟で争われた損賠償はは約,だったそう法律な観点申し上げと損害賠償責任は故意わざとねは重大な過失により違法に当該行為はしなかった怠ったに基づく責任となり責任が生ずるには故意は重大な過失により違法な行為は違法に職務怠ったと認められるが必要なではかと冷静にれば西東京今回事案はなかったとはて","['紹介訴訟', '損賠償', ',', 'そう法律', '観点', '損害賠償責任', '故意', '重大', '過失', '違法', '当該行為', '責任', '責任', '故意', '重大', '過失', '違法', '行為', '違法', '職務', '必要', 'はか', '冷静', '西東京今回事案']","['重大', '重大']"
29,大変長くはなり所見述べさせてに入り,"['大変', '所見']",
30,１つ再犯防止取り組み伺い再犯防止取り組みに昨年６月定例でもして改めて今議会でもたいと再犯は犯罪が再び犯罪犯してしまうそういった意味でそ再犯防止は前回も御紹介させてが日本では保護観察すぐれた仕組みが犯罪更生大きな役割果たしてと同時に現在再犯防止は今まで取り組みは限界があるも明らかになって平成再犯防止取り組み定めた法律が制定されましてに基づいて地方自治体も再犯防止に取り組むになって平成法務省が行った調査結果御紹介させてと刑法検挙人数は大幅に減少してがそに占める再犯が再犯かといいとは約には再犯になってこういった状況鑑み西東京で取り組みいと,"['再犯防止取り組み伺い再犯防止取り組み', '昨年6月定例', '議会', '再犯', '犯罪', '犯罪', '意味', 'そ再犯防止', '前回', '紹介', '日本', '保護観察', '仕組み', '犯罪更生', '役割', '現在再犯防止', '今', '取り組み', '限界', '明らか', '平成再犯防止取り組み', '法律', '制定', '地方自治体', '再犯防止', '平成法務省', '調査結果', '紹介', '刑法検挙人数', '大幅', '減少', '再犯', '再犯', '再犯', '状況', '西東京']","['犯罪', '犯罪']"
31,２つもまで継続に聞いて文理公園リニューアルと東町テニスコート代替施設伺い文理公園リニューアルと東町テニスコート代替施設現在検討状況いとあわせて今回は東町ポンプね文理公園とほとんど一体とはいるん東町ポンプが今廃止されている整備廃止に至るまで経緯と今後あれどうしていくと,"['継続', '文理公園リニューアル', '東町テニスコート代替施設伺い文理公園リニューアル', '東町テニスコート代替施設現在検討状況', '今回', '東町ポンプ', '文理公園', '一体', '東町ポンプ', '廃止', '整備廃止', '経緯', '今後あれ']",
32,３つがは教育委員に対となって公立小中学校にデジタルで主にＧＩＧＡスクール構想ではて事務であるとか会議効率そういった観点でとなり今準備が進められて西東京ＧＩＧＡスクール構想にタブレット導入して学習ではデジタル媒体活用場面がふえてくるかなとは別たしか申し上げたと大変よい本日いはタブレット部分でデジタルで,"['教育委員', '対', '公立小中学校', 'デジタル', '主', 'GGAスクール構想', '事務', '会議効率', '観点', '準備', '西東京GGAスクール構想', 'タブレット導入', '学習', 'デジタル媒体活用場面', '別', '大変', '本日い', 'タブレット部分', 'デジタル']","['デジタル', 'デジタル']"
33,ほど大きく分けてましてとしましては学校保護に配布されるお手紙ねが自分が現役学校保護は結構数多く紙媒体お手紙が配布されていたなといるが今どうなっていると,"['学校保護', '配布', '手紙', '自分', '現役学校保護', '紙媒体', '手紙', '配布', '今']",
34,は先日議長と栄小学校校長先生がオンラインで対談我が市議会におきましても本来子ども議会若い世代意見交換などやりたいとおるで残念ながら今コロナで棚上げになってが行く行くはこういった仕組み活用して実現できたらいいなと個人にはこういった取り組みオンラインで会議こういった取り組み教育御意見いと,"['栄小学校校長先生', 'オンライン', '対談', '市議会', '本来子ども議会', '世代意見交換', '残念', 'コロナ', '棚上げ', '仕組み活用', '実現', '個人', '取り組みオンライン', '会議', '取り組み教育', '意見']",
35,あわせて教育委員もこウエブ会議手法取り入れて例えば校長など開催も検討されたらいいではかとウエブ会議やりでどんな会議でもできがアイデア出すなブレーンストーミングな会議はちょっとやりにくいかなとただ逆にもう会議次第ながしっかり決まっていて報告そして決定が目的会議ではほとんどウエブであるギャップは感じとが御見解いと,"['教育委員', 'こウエブ会議手法', '校長', '開催', '検討', 'はか', 'ウエブ会議', '会議', 'アイデア', 'ブレーンストーミング', '会議', '逆', '会議次第', '報告', '決定', '目的会議', 'ウエブ', 'ギャップ', '感じ', '見解']",['校長']
36,終わり,[],
37,〔市長登壇〕,[],
38,	:市長（）初めに再犯防止取り組みお答えし令和元年度再犯防止推進白書は平成平成までで刑法検挙は減少に対して検挙件数に占める再犯比率は一貫して上昇続けていると指標が示されているは把握して再犯に対犯罪は窃盗傷害及び覚醒剤取締違反が多いと言われて刑務所に再び入所方々再犯に無職であったが約仕事いる方々再犯約となってこう背景には急速な高齢による高齢出所住居や就労確保など社会復帰へハードルが高いや犯罪犯してしまったによる孤立してしまい出所に親族支援が受けられなどさまざまな課題があると認識して再犯防止取り組みとましては国が平成月東京が令和元年７月に再犯防止計画策定し計画で犯罪犯してしまった方々社会復帰再犯防止実現で就労や住居確保などはじめと具体な取り組み示されて市としましては更生保護活動へ支援社会明るく運動へ参加通じまして犯罪が減り安全な社会が官民一体となって構築できるにしてたいとてが再犯防止計画策定に他市動向調査研究して,"['', '令和', '年度再犯防止推進白書', '平成平成', '刑法検挙', '減少', '検挙件数', '再犯比率', '一貫', '上昇', '指標', '把握', '再犯', '対犯罪', '窃盗傷害', '覚醒剤取締違反', '刑務所', '入所方々再犯', '無職', '仕事', '方々再犯', '背景', '急速', '高齢', '高齢出所住居', '就労確保', '社会復帰', 'ハードル', '犯罪', '孤立', '出所', '親族支援', 'さまざま', '課題', '認識', '再犯防止取り組み', '国', '平成月東京', '令和元年7月', '再犯防止計画策定', '計画', '犯罪', '方々社会復帰再犯防止実現', '就労', '住居確保', 'はじめ', '具体', '市', '更生保護活動', '支援社会', '運動', '参加', '犯罪', '安全', '社会', '官民一体', '構築', '再犯防止計画策定', '市動向調査研究']","['犯罪', '犯罪', '犯罪']"
