,text,Onlynouns,selectednouns
10,()医療と介護の連携について質問をさせていただきます。第介護保険事業計画に明記されました地域包括ケアを実現するに、在宅医療と介護福祉分野との連携強化は欠かせない非常に重要な要素となっております。私はこれまで継続に北多摩北部医療で行われている脳卒中ネットワークや糖尿ネットワークの取り組みを通じた在宅医療の強化について取り上げ、介護福祉分野との連携がいかに重要であり、その連携強化のには自治体のコーディネーターが発揮されるがいかに重要であるかと訴えてまいりました。このな訴えので、ことしの成果は何であったかお答えいただきたいと思います。,"['医療', '介護', '連携', '介護保険事業計画', '明記', '地域包括ケア', '実現', '在宅医療', '介護福祉分野', '連携強化', '非常', '重要', '要素', '継続', '北多摩北部医療', '脳卒中ネットワーク', '糖尿ネットワーク', '取り組み', '在宅医療', '強化', '介護福祉分野', '連携', '重要', '連携強化の', '自治体', 'コーディネーター', '発揮', '重要', 'ことし', '成果']",
11,"大きな、良好な住環境の維持についての質問に入らせていただきます。()にやさしいまち条例について。西東京は住宅都市です。用途地域も第低層住居専用地域と第中高層住居専用地域を合わせて市域の.を占めており、さらに市税収入の基幹税目が個人市民税であるも、住宅都市のセオリーの都市構造となっております。また、持ち家も非常に高いから、固定資産税も重要な税目となっており、まさに住民おおの暮らしが、市財政、市行政を支えているまちであると言えます。だからこそ良好な住環境の整備は市にとっての命題なです。ついの住みかとして西東京を選び、生涯にわたって納税をしていく、そしてこの市に骨を埋めていくと、そういう市民が安心をし、そして納得して住み続けていただくに、住環境の維持整備に対しては、市は誠心誠意の取り組みを図っていくべきであると考えております。平成に施行されました人にやさしいまち条例は、まさにこの理念に従って策定された条例であると考えております。,の大規模開発に一定の制限をかけ、開発事業による住民説明の義務づけ、緑地の確保など、条例全体に関しては、住民に寄り添った内容であるは間違いないと思います。しかし、条例施行が経過し、さまざまな開発案件を経るで、行政は法や条例の制限であれば開発は事業任せ、利益優先となっており、周辺住民の環境変化を本当に考えているかという声を複数聞くになりました。そのな声を担当に伝えるもありますが、条例の制限を設けているは、事業にそれの要求はなかなか難しいといった及び腰の返答をいただいたもあります。このなを経て、実際には結果に、住民運動を助長してしまったケースにもも遭遇いたしました。しかし、ここで考えていきたいが、誰ののまちなか、誰ののまち条例による住環境の整備なかというです。住民がいかに住みやすい、そして住民がこの西東京を愛していける、そのなまちになっているか、そのの人にやさしいまち条例となっているか改めて振り返って、施行がたち、人にやさしいまち条例が西東京の良好な住環境の確保と整備に本当に役立つ条例であったか、住民に寄り添った対応に本当につながってきたか成果と課題をお聞きしたいと思います。","['良好', '住環境', '維持', 'まち条例', '西東京', '住宅都市', '用途地域', '低層住居専用地域', '中高層住居専用地域', '市域の', '市税収入', '基幹税目', '個人市民税', '住宅都市', 'セオリー', '都市構造', '持ち家', '非常', '固定資産税', '重要', '税目', '住民', '暮らし', '市財政', '市行政', 'まち', '良好', '住環境', '整備', '市', '命題', '西東京', '生涯', '納税', '市', '骨', '市民', '安心', '納得', '住環境', '維持整備', '市', '誠心誠意', '取り組み', '平成', '施行', '人', 'まち条例', '理念', '策定', '条例', ',', '規模開発', '一定', '制限', '開発事業', '住民説明', '緑地', '確保', '条例全体', '住民', '内容', '間違い', '条例施行', '経過', 'さまざま', '開発案件', '行政', '法', '条例', '制限', '開発', '事業', '利益優先', '周辺住民', '環境変化', '声', '複数', '声', '担当', '条例', '制限', '事業', '要求', '及び腰', '返答', '結果', '住民運動', '助長', 'ケース', 'もも遭遇', 'まちなか', 'まち条例', '住環境', '整備なか', '住民', '住民', '西東京', 'まち', 'の人', 'まち条例', '施行', '人', 'まち条例', '西東京', '良好', '住環境', '確保', '整備', '条例', '住民', '対応', '成果', '課題']",['用途地域']
12,()中高層建築規制と用途地域について。西東京は住宅都市であると申し述べましたが、市域の半分の.、.が第低層住居専用地域であり、比較的ゆったりとした戸建て住宅が多いが特徴であると言えます。しかし、合併の間に、この一種住専の地域に近接した大規模工場が移転し、中高層マンションが開発されてきたで多くの反対運動が展開されてきたも事実です。大規模工場移転に関しては、向台、地区にあったＩＨＩ田無工場の移転で一定の完了を見ましたが、今なお第低層住居専用地域に隣接する中高層建物の紛争はを絶ちません。これまで見てきたケースので一番の課題が住専とその他の用途地域の用途境の開発問題です。現在も南町のマンション開発が予定されている土地の南半分が住専、北半分が近隣商業地域という、まさに用途地域の問題に直面しています。私は常々問題だと思っていたは、このな土地の場合、建築基準の緩和措置により基準が緩い用途に合わせて建蔽率、容積が土地全体で案分されてしまうです。南町のケースでいえば、南半分に隣接する第低層住居専用地域の建蔽率、容積は、なですが、マンションの建設される土地の住専の南部はこの基準が近隣商業地域の部分として緩和される、、からはかなりほど遠い圧迫のある建物配置になっているが事実なです。本来は住専の土地であるにもかかわらず、周辺住民の住環境に関する期待を明らかに裏切っている、そのな法令になっていると言えます。,"['中高層建築規制', '用途地域', '西東京', '住宅都市', '市域', '半分', '低層住居専用地域', '戸建て住宅', '特徴', '合併', '間', '一種住専', '地域', '近接', '規模工場', '移転', '中高層マンション', '開発', '多く', '反対運動', '展開', '事実', '規模工場移転', '向台', '地区', 'H田無工場', '移転', '一定', '完了', '今', '低層住居専用地域', '隣接', '中高層建物', '紛争', 'ケース', '一番', '課題', '住専', '用途地域', '用途境', '開発問題', '現在', '南町', 'マンション開発', '予定', '土地', '南半分', '住専', '北半分', '近隣商業地域', '用途地域', '問題', '直面', '常々問題', '土地', '場合', '建築基準', '緩和措置', '基準', '用途', '建蔽率', '容積', '土地全体', '案分', '南町', 'ケース', '南半分', '隣接', '低層住居専用地域', '建蔽率', '容積', 'マンション', '建設', '土地', '住専', '南部', '基準', '近隣商業地域', '部分', '緩和', '圧迫', '建物配置', '事実', '本来', '住専', '土地', '周辺住民', '住環境', '期待', '明らか', '法令']","['用途地域', '用途地域', '用途地域']"
13,そもそも建築基準が施行されたは昭和であり、高度成長の日本のまちのの法律でした。しかし、人口減少、成熟社会を迎える現在、宅地を効率にふやすの法令がそのままの形でどんな場面でも適用されるには大きな疑問を感じております。この矛盾を是正するにも、自治体のまち条例が非常に重要なです。上乗せ、横条例の制定によってまちを守っていく、このな姿勢を持っていかなくてはならないと思います。今後もまちにおいて大きな課題になると思われる用途境の土地に関する問題に関して、周辺住民の住環境に対する期待を尊重し、用途の案分に関しては厳しい基準に合わせる規定を人にやさしいまち条例ので定めるべきであると考えますが、見解をお願いいたします。,"['建築基準', '施行', '昭和', '高度成長', '日本', 'まち', '法律', '人口減少', '成熟社会', '現在', '宅地', '効率', '法令', '形', '場面', '適用', '疑問', '矛盾', '是正', '自治体', 'まち条例', '非常', '重要', '上乗せ', '横条例', '制定', 'まち', '姿勢', '今後', 'まち', '課題', '用途境', '土地', '問題', '周辺住民', '住環境', '期待', '尊重', '用途', '案分', '基準', '規定', '人', 'まち条例', '見解', 'お願い']",
14,大きなに入ります。住吉、泉、保谷、本町の統廃合について。この質問は既にの同僚から取り上げられてきた問題ではありますが、私は本年の第定例のから、学校の統廃合は非常にデリケートな問題であり、一つ一つ丁寧な協議を積み重ねていくが最も重要であると指摘させていただいておりますので、改めて教育委員の見解をお伺いしたいと思います。,"['住吉', '泉', '保谷', '本町', '統廃合', '同僚', '問題', '本年', '定例の', '学校', '統廃合', '非常', 'デリケート', '問題', '一つ一つ丁寧', '協議', '重要', '指摘', '教育委員', '見解', '伺い']","['統廃合', '統廃合']"
15,私自身も平成に公開されました学校施設適正規模・適正配置検討懇談報告ので、に我が子の通う小学校において単学級が複数学年に及ぶになったには近隣の保谷と合併されてしまう可能があるだと知ったには、相当なショックを受け、大きな喪失を味わいました。同様にの保護の方々も同じなお気持ちを抱かれているだと思い、他人事ではないと感じております。今、教育委員が一番考えなければならないは、当該学校の児童、保護、近隣住民の方々に真に寄り添った同じ目線の話し合いができる環境なです。学校施設のかえやインフラの更新をさまざま抱える市の事情があるは了解しております。しかし、一方で、小規模とはいえ、当たり前に自分の学校に愛着を感じる関係の方々の事情もあるです。また、学童クラブの配置、通学の変更など、子どもにも大きな負担を強います。当然のながら、こう決まりましたからこう従ってくださいでは済まない大きな問題なです。これまでの答弁では、ことしの５月から６月にの学校運営協議に学校施設適正規模・適正配置計画の説明を行い、６月から７月にかけて、合わせての保護に意識調査、そしてから回答、ヒアリング。そして月には小学校で午前・午後の説明を実施してきたとお聞きしておりますが、とても丁寧な協議の積み重ねとは判断できません。合併の新市建設計画で行われました小学校と第小学校の統合協議に関しましても、もっと時間をかけて丁寧に保護に説明を積み重ねていったと聞き及んでおります。今後の予定として１月に中間のまとめを公表し、に説明を行うとのでしたが、結果ありきの確認では全く意味がないと思います。保護、そして児童に寄り添ったそのな対応を強く求めますが、改めてどのな取り組みを重ねていくかをお聞きしたいと思います。,"['私自身', '平成', '公開', '学校施設適正規模', '適正配置検討懇談報告', '子', '小学校', '学級', '複数学年', '近隣', '保谷', '合併', '可能', '相当', 'ショック', '喪失', '同様', '保護', '方々', '気持ち', '人事', '今', '教育委員', '一番', '当該学校', '児童', '保護', '近隣住民', '方々', '目線', '話し合い', '環境', '学校施設', 'インフラ', '更新', 'さまざま', '市', '事情', '了解', '小規模', '当たり前', '自分', '学校', '愛着', '関係', '方々', '事情', '学童クラブ', '配置', '通学', '変更', '子ども', '負担', '問題', 'ことし', '5月', '6月', '学校運営協議', '学校施設適正規模', '適正配置計画', '説明', '6月', '7月', '保護', '意識調査', '回答', 'ヒアリング', '月', '小学校', '午前', '午後', '説明', '実施', '丁寧', '協議', '積み重ね', '判断', '合併', '新市建設計画', '小学校', '小学校', '統合協議', '時間', '丁寧', '保護', '説明', '今後', '予定', '1月', '中間', 'まとめ', '公表', '説明', '結果', '確認', '意味', '保護', '児童', '対応', '取り組み']","['学校施設適正規模', '学級', '小規模', '学校施設適正規模']"
16,それでは、質問を終わりますので、御答弁をよろしくお願いいたします。,['お願い'],
17,〔傍聴席にて拍手するあり〕,"['傍聴席', '拍手']",
18,	:◯市長（）納田の一般質問にお答えいたします。,[''],
19,通告にはございませんが、冒頭、タウンミーティングの件について触れられました。また子どもの権利条例にも触れられたでございます。タウンミーティングはの私のマニフェストのお約束でございましてトータルでやらせていただきました。のマニフェストにはうたっておりません。しかしながら、民生・児童委員の団体ですとか、障害団体ですとか、また、土を含めまして可能ないろんな集会、イベントに顔を出すによって市民の皆様の意見を吸収するに努力をしてきたでございます。また、子どもの権利条例も、議会での同意がなかなか得られにくい状態。賛成、反対の両方の請願が出ていると。そのなで成熟がまだ十分でないと。からぐらいまでは準備が整っているでございますが、一応凍結とさせていただいたでございます。,"['通告', '冒頭', 'タウンミーティング', '件', '子ども', '権利条例', 'タウンミーティング', 'マニフェスト', '約束', 'トータル', 'マニフェスト', '民生', '児童委員', '団体', '障害団体', '土', '可能', '集会', 'イベント', '顔', '市民', '意見', '吸収', '努力', '子ども', '権利条例', '議会', '同意', '状態', '賛成', '反対', '両方', '請願', '成熟', '十分', '準備', '凍結']","['マニフェスト', 'マニフェスト']"
20,それでは、地域防災の強化についてお答えをいたします。西東京地域防災計画の進捗状況についてでございます。東日本大震災の発生を受けまして、国においては防災基本計画の見直しが行われまして、また、東京では先般月に、新たな被害想定をもとに大地震における課題や教訓を踏まえた地域防災計画の修正が東京防災会議で決定し、市長でも説明があったでございます。西東京地域防災計画の見直しにつきましては、国や東京の修正を踏まえまして、課長職員によりますの西東京地域防災計画策定本部検討部会において、東日本大震災の西東京の対応についての検証、各所管による問題の洗い出しを行いまして、現場対応に当たる職員の見解も反映させた実効の高い計画にすべく素案の修正検討を行っているでございます。今後のスケジュールといたしましては、各課からの意見を取りまとめたに、月に予定しております地域防災計画策定本部会議に素案を諮りまして、来年の１月、私の任期でございますけれども、西東京防災会議に報告させていただく予定でございます。ことし２月にパブリックコメントを実施いたしまして、さらに東京との協議を経たに、平成秋に基本計画を策定する予定でございます。市民懇談を開催し、市民のから意見を直接お聞きすべきではないかという御質問でございますが、地域防災計画は約にわたり、災害予防、応急・復旧計画について、市及び関係機関の取り組みを記載しているでございます。計画全体について短時間で御理解いただくは難しく、また、個々の多様な意見について限られた時間のでは対応するも困難かと考えております。市民の皆様の御意見は、来年２月に実施を予定しておりますパブリックコメントので十分拝聴してまいりたいと考えているでございます。,"['地域防災', '強化', '西東京地域防災計画', '進捗状況', '東日本大震災', '発生', '国', '防災基本計画', '見直し', '東京', '先般月', '新た', '被害想定', 'もと', '地震', '課題', '教訓', '地域防災計画', '修正', '東京防災会議', '決定', '説明', '西東京地域防災計画', '見直し', '国', '東京', '修正', '課長職員', '西東京地域防災計画策定本部検討部会', '東日本大震災', '西東京', '対応', '検証', '所管', '問題', '洗い出し', '現場対応', '職員', '見解', '反映', '実効', '計画', '素案', '修正検討', '今後', 'スケジュール', '各課', '意見', '月', '予定', '地域防災計画策定本部会議', '素案', '来年', '1月', '任期', '西東京防災会議', '報告', '予定', 'ことし2月', 'パブリックコメント', '実施', '東京', '協議', '平成秋', '基本計画', '策定', '予定', '市民懇談', '開催', '市民の', '意見', '直接', '地域防災計画', '災害予防', '応急', '復旧計画', '市', '関係機関', '取り組み', '記載', '計画全体', '短時間', '理解', '個々', '多様', '意見', '時間', '対応', '困難', '市民', '意見', '来年2月', '実施', '予定', 'パブリックコメント', '十分拝聴']","['東日本大震災', '地震', '教訓', '地域防災計画', '東日本大震災', '任期', 'パブリックコメント', '基本計画', '地域防災計画', 'パブリックコメント']"
21,続きまして、業務継続計画についてでございました。ＢＣＰと呼ばれております。この事業継続計画は、震災発生の限られた資源のにあっても、市の復旧・復興や市民生活を維持するに他の業務に優先して継続、早期復旧を図らなければならない緊急の高い業務を定めるでございます。緊急の高い業務は、大きく分けて２つの業務がございます。まずは、地域防災計画に定める人命救助、避難対策、被害の最小の一連の活動である応急復旧業務でございます。次に、西東京組織条例に定める分掌事務に基づく各課が通常行っております業務の、中断した場合に市民生活に重大な影響を及ぼす行政サービスにかかわる優先の高い通常業務でございます。西東京事業継続計画（地震）において主に想定する地震は多摩直下地震でありまして、マグニチュード.、市内においては震度またはの揺れが生じるから、災害発生直後において甚大な被害が想定されます。市民の生命・身体・財産を守るに、発生直後は緊急の高い業務の、応急復旧業務のウエートが大きく、災害復旧が進むにつれて優先の高い通常業務のウエートが大きくなると考えております。,"['業務継続計画', 'BCP', '事業継続計画', '震災発生', '資源', '市', '復旧', '復興', '市民生活', '維持', '他', '業務', '優先', '継続', '早期復旧', '緊急', '業務', '緊急', '業務', '業務', '地域防災計画', '人命救助', '避難対策', '被害', '最小', '一連', '活動', '応急復旧業務', '西東京組織条例', '分掌事務', '各課', '通常', '業務', '中断', '場合', '市民生活', '重大', '影響', '行政サービス', '優先', '通常業務', '西東京事業継続計画地震', '主', '想定', '地震', '多摩直下地震', 'マグニチュード', '市内', '震度', '揺れ', '災害発生直後', '甚大', '被害', '想定', '市民', '生命', '身体', '財産', '発生直後', '緊急', '業務', '応急復旧業務', 'ウエート', '災害復旧', '優先', '通常業務', 'ウエート']","['地域防災計画', '地震']"
22,のを踏まえまして、市では８月に、平成第西東京地域防災計画策定本部検討部会におきまして、全課長を対象といたしました災害のＢＣＰに関するワークショップを開催したでございます。そので災害対応の班に実際の活動を想定した検討を行い、その結果を今後のＢＣＰの見直しに生かしていくといたしました。今後もそのな活動を通しまして、発災に的確な対応がとれるな経験を積むと同時に、ＢＣＰを通してふだんとは違った視点で改めて業務をとらえ直すができるな機会を設けていきたいと考えております。また、.の以前から、危機管理を中心といたしましてさまざまな図上演習も行っているでございます。,"['市', '8月', '平成', '西東京地域防災計画策定本部検討部会', '課長', '対象', '災害', 'BCP', 'ワークショップ', '開催', '災害対応', '班', '活動', '想定', '検討', '結果', '今後', 'BCP', '見直し', '今後', '活動', '発災', '的確', '対応', '経験', 'BCP', 'ふだん', '視点', '業務', '機会', '以前', '危機管理', '中心', 'さまざま', '図上演習']",['災害']
23,続きまして、地域防災の強化について、災害医療計画と医療備蓄についてのお尋ねがございました。災害医療体制では、東京災害医療コーディネーター、地域においては保健医療における地域医療災害医療コーディネーター。保健医療といいますは、今の公立昭和病院が設置されて、担っております一部事務組合のエリアで、、約のエリアでございます。また、市におきましては、市災害医療コーディネーターがそれぞれ連携をとりながら、災害の応急医療体制を形成するとなっております。北多摩北部保健医療につきましては、ただいま申し上げました公立昭和病院が地域災害拠点中核病院として位置づけられ、そこに地域災害医療コーディネーターが配置され、市災害医療コーディネーターと連携をとる体制になっております。月には、北多摩北部保健医療地域災害医療連携会議の初会合が公立昭和病院にて開催され、医師、歯科医師、薬剤師、医療機関と各市から職員が参加し、今後の情報共有を行ったでございます。今後、東京の災害医療体制を踏まえながら、市の医療救護体制について検討を進めてまいる予定となっているでございます。,"['地域防災', '強化', '災害医療計画', '医療備蓄', 'お尋ね', '災害医療体制', '東京災害医療コーディネーター', '地域', '保健医療', '地域医療災害医療コーディネーター', '保健医療', '今', '公立昭和病院', '設置', '一部事務組合', 'エリア', 'エリア', '市', '市災害医療コーディネーター', 'それぞれ連携', '災害', '応急医療体制', '形成', '北多摩北部保健医療', '公立昭和病院', '地域災害拠点中核病院', '地域災害医療コーディネーター', '配置', '市災害医療コーディネーター', '連携', '体制', '月', '北多摩北部保健医療地域災害医療連携会議', '会合', '公立昭和病院', '開催', '医師', '歯科医師', '薬剤師', '医療機関', '各市', '職員', '参加', '今後', '情報共有', '今後', '東京', '災害医療体制', '市', '医療救護体制', '検討', '予定']","['災害', '医師']"
24,次に、市の災害医療コーディネーターがどのな職種の人を想定しているかというでございますが、職務が大規模災害におけるさまざまな助言を行うというでありますので、現在、市と医師で平成の任命を目指し検討を行っているでございます。また、薬剤師と連携いたしました薬剤備蓄は検討しているかというお尋ねでございますが、市では現在、一般社団法人となりました西東京薬剤師との間に災害の救護活動及び応急医薬品の供給に関する協定を結んでいるでございます。災害におきましては、協定に基づきまして市が備蓄している医薬品とともに、災害に必要な医薬品の確保に努めてまいりたいと考えております。,"['市', '災害医療コーディネーター', '職種', '人', '想定', '職務', '規模災害', 'さまざま', '助言', '現在', '市', '医師', '平成', '任命', '検討', '薬剤師', '連携', '薬剤備蓄', '検討', 'お尋ね', '市', '現在', '一般社団法人', '西東京薬剤師', '間', '災害', '救護活動', '応急医薬品', '供給', '協定', '災害', '協定', '市', '備蓄', '医薬品', '災害', '必要', '医薬品', '確保']","['医師', '災害', '災害', '備蓄', '災害']"
